,author,text,likes,published_at,Unnamed: 0
7008,@sizxle,I need the IG of the girl with red hair! she bad!!!,0,2023-04-10T19:14:53Z,328.0
7009,@sizxle,"Not gonna lie, i can hear most of what is being said 😂😂 sure sounds funny thou.",1,2023-04-10T19:14:15Z,329.0
7010,@nyamuu_i,hawako audible aki,1,2023-04-10T19:12:19Z,330.0
7011,@billymwangi7547,ALMA you is a corkblocker🤦‍♀💀,0,2023-04-10T18:27:01Z,331.0
7012,@mokujinabuga4156,Unakiss shingo alafu uskie mtu anaonja chumvi😂😂😂,7,2023-04-10T17:34:08Z,332.0
7013,@davidmbugua1703,Show iko fiti mbaya,2,2023-04-10T17:24:03Z,333.0
7014,@naomikirathe665,Hii show are u sure hua haishukishi self esteeem aki,2,2023-04-10T17:13:32Z,334.0
7015,@Silasmengi,Show is lit but hapo kwa intro 🏌️ball ya golf imenishtua,2,2023-04-10T17:13:14Z,335.0
7016,@mojay254,Leta y kina Stinyo😂😂😂hio itabamba bt Alma show is the best🎉❤,3,2023-04-10T16:47:01Z,336.0
7017,@linsngugi,Credits to the editor😂😂,2,2023-04-10T16:39:55Z,337.0
7018,@lynnlakhani1354,Mutheu you owe me a new phone 😢😂😂😂😂,7,2023-04-10T16:16:55Z,338.0
7019,@lydiandulu746,Napenda vibe y Tesla,2,2023-04-10T16:01:18Z,339.0
7020,@mojay254,Enda utoe makamasi😢😂😂😂💔,3,2023-04-10T15:52:31Z,340.0
7021,@mbajaska,Aii buana watu si wajinga buana 😂😂😅,0,2023-04-10T15:32:39Z,341.0
7022,@gringoreys,sasa kiss ya lips ni ya kunyima watazamaji👎👎,5,2023-04-10T15:12:08Z,342.0
7023,@djcastroKE,"Show iko top🔥🔥🔥
Big up dada alma",6,2023-04-10T14:18:06Z,343.0
7024,@djcastroKE,Alma sasa tuletee madocho kwa show if possible,1,2023-04-10T14:17:30Z,344.0
7025,@Missgakii,Giving highschool vibes though😂,7,2023-04-10T13:27:07Z,345.0
7026,@254deejayfranqe,😂😂😂😂,2,2023-04-10T13:21:17Z,346.0
7027,@alicenyaoso1349,Unashow boy akupe 360😂😂😂😋😋,4,2023-04-10T12:51:22Z,347.0
7028,@shekiey,aty belt inakaa laces 😂😂😂😂,3,2023-04-10T12:40:52Z,348.0
7029,@luqmanahmed9768,Cheki alma walai tesla asiwai toka kwa hi show 😂😂😂😂😂😂please 😂waiting for the reply,2,2023-04-10T12:36:58Z,349.0
7030,@Thehotroompodcast-x7e,His needs high self esteem bana ..😅😅😅,3,2023-04-10T12:27:26Z,350.0
7031,@Fredymouse13,edits😍😍,2,2023-04-10T12:17:20Z,351.0
7032,@OtakuTechie,tesla amesahhau kuita mwenye alimshow atoe makamasi,2,2023-04-10T12:16:28Z,352.0
7033,@irenegoko2980,😂😂kihara inapea vibes za guks 😂 ouch msikuwe hivyo😂,4,2023-04-10T11:47:03Z,353.0
7034,@carenhope2798,Eeeeiiiih😅😅,1,2023-04-10T11:46:02Z,354.0
7035,@irenegoko2980,"😂😂😂 🔥🔥
Huyo boy ameambiwa atoe makamasi weuh nime nice sana",16,2023-04-10T11:43:43Z,355.0
7036,@Mukavana138,Can I get only 10 likes please 🥺 I won't complain 😅😅,0,2023-04-10T11:25:52Z,356.0
7037,@petrodekonki3707,Mwenye hana edit ako n ufala time y kukiss😂😂,2,2023-04-10T11:22:23Z,357.0
7038,@david._vibes.,litt bana,1,2023-04-10T10:28:12Z,358.0
7039,@edwinlewis6294,Alma next time work on Audio sauti ni shida struggling kuskia,2,2023-04-10T10:27:41Z,359.0
7040,@petrodekonki3707,Alma  🔝 fan of all time😂😂🎉❤ilysm❤❤❤❤❤keep grindin😊❤,3,2023-04-10T10:27:14Z,360.0
7041,@mr.i5310,Huyo mras ameua😂 Sandra anaeza get hii stick tho😅huyo boy anapigaje 360 funda😂,2,2023-04-10T09:52:32Z,361.0
7042,@dennismuya4592,Vida quality not good@Alma,1,2023-04-10T09:48:46Z,362.0
7043,@eduhscott5998,Nipewe huyo wa Manchester united,3,2023-04-10T09:32:33Z,363.0
7044,@micro5549,stay woke,3,2023-04-10T09:28:28Z,364.0
7045,@micro5549,Alooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,0,2023-04-10T09:16:00Z,365.0
7046,@charleskilonzo1241,Makamasi part 😂😂😂,3,2023-04-10T08:41:43Z,366.0
7047,@njaa-money2708,"Alma neva disappoint ❤
This wos 💥💥💥bomboclat💣",9,2023-04-10T08:36:36Z,367.0
7048,@pridenkenya,The first guy ako na vibe ingine ajaab😂😂😂😂,18,2023-04-10T08:01:06Z,368.0
7049,@akokooduk2031,Sandra is a snack 🥨❤🥵,2,2023-04-10T08:00:44Z,369.0
7050,@bunny-b5u,25:50 ababu namwamba😂😂😂😂🙌,2,2023-04-10T07:56:42Z,370.0
7051,@bunny-b5u,23:08 kihara yake inampatia vibes za babu yake😂nko sure huyo boyz bado hajarecover hadi sahii😂🔥💯,31,2023-04-10T07:49:14Z,371.0
7052,@JohnNjambi1,Hii iko top irudiwe,2,2023-04-10T07:44:21Z,372.0
7053,@jamresq3104,Huyu wambui is a waste of time alooo 😢😢usilete maringo kwa game 😂😂someone kiss my comment 😊,10,2023-04-10T07:38:12Z,373.0
7054,@nyamburajeff4198,Charity mutheu hambambiki😂😂😂😂😂,2,2023-04-10T07:24:29Z,374.0
7055,@Young_Crescent,Ati vibez za babu yake 😅😅😅the dose nayo,10,2023-04-10T07:19:00Z,375.0
7056,@kingkong21458,cooperate wameingia sa umeanza kuficha ata kisses,2,2023-04-10T06:57:26Z,376.0
7057,@Miss_Nairenke,Alma uliniamulia bad bad 😂🤣,3,2023-04-10T06:06:58Z,377.0
7058,@degnabry529,Alma niwai namba ya uyo Sandra 😋 ni kakeki before ka umwaumwe 😂😂,3,2023-04-10T05:56:07Z,378.0
7059,@kawirarisper8434,❤❤❤,1,2023-04-10T05:43:41Z,379.0
7060,@maggyma1045,So sad for the last girl.. Ready to kiss him🙄😢,4,2023-04-10T05:15:01Z,380.0
7061,@wilkistersimani6389,"😂😂😂😂😂,,,,, this one was lit😅",2,2023-04-10T05:00:57Z,381.0
7062,@tash_kidy,mambo ime chemuka,1,2023-04-10T04:57:39Z,382.0
7063,@voidthedj,Camera man rada enda ulearn from Gepa show unafichaje munju,2,2023-04-10T04:46:18Z,383.0
7064,@Christabell678-g2s,Mwanaume unapeanaje 360 na courage😢😅😅,3,2023-04-10T02:19:48Z,384.0
7065,@_._Adrian,Tesla keep going bruh,2,2023-04-10T01:45:00Z,385.0
7066,@drew688-g9p,"The first guy manze ,aii apana, nipewe till # yake bana😂😂",5,2023-04-10T01:39:20Z,386.0
7067,@carolmutuky,Aty matako kwa tumbo😂😂😂naishaa,7,2023-04-10T00:44:39Z,387.0
7068,@carolmutuky,Felaaa😂,0,2023-04-10T00:41:13Z,388.0
7069,@spoilah_official.K.e,Mbn mnatoa pahali pa kukiss,1,2023-04-10T00:35:12Z,389.0
7070,@de_costa-254,Alma usiwe ukileta kids hapa ... That last man mwenye anaambiwa akatoe kamasi he should know this a game and he should grow up...💔🚮.... The others are very ok ... Though I enjoyed the show 🤭😂😆😆,66,2023-04-10T00:06:56Z,390.0
7071,@carolmutuky,Hii ndo inabamba sasa😂😂,2,2023-04-09T23:42:08Z,391.0
7072,@ShawnLexon,Amazing sana mtu wangu 🔥🔥 keep them coming 🔥🔥#HAPOKWAEDITING🤔😂😂🙌,7,2023-04-09T23:36:47Z,392.0
7073,@joanwafula3631,Muhindi ni muoga😂😂😂but Alishikanisha akajikausha kumpea mike karibu wlie😂😂,1,2023-04-09T23:29:50Z,393.0
7074,@JacobNdegwa-nk9kf,Hatulali juu yenu na nitafika uko siku moja na ni wapi bytha🤔,1,2023-04-09T23:11:34Z,394.0
7075,@morganjeremiah4363,Multimedia naona rong rende imewakilisha pia😂 Y'all dispensing violence venye tu inafaa 🔥🔥😂,9,2023-04-09T23:09:26Z,395.0
7076,@alfredharrison8921,Alma Tunataka video ingine but Ilikuwa tamu,1,2023-04-09T22:54:36Z,396.0
7077,@TrMesh7,Alma Gang 🔥 MMU 🔥,7,2023-04-09T22:43:36Z,397.0
7078,@azol7,Alma's laughter😍😂😂😍,25,2023-04-09T22:34:59Z,398.0
7079,@kitamisiofficial5150,Oui ni moto 😂😂😂,1,2023-04-09T22:24:32Z,399.0
7080,@angel.----,Uku ndio nimefika,2,2023-04-09T22:21:18Z,400.0
7081,@ScamDecoded.1,Huyo ni nani ameeka hiyo edit ya golf.....karibu niangushe simu,2,2023-04-09T22:19:24Z,401.0
7082,@deejaybrasho254,Nikumotonmazaa likes zangu 🎉🎉🎉,3,2023-04-09T22:14:36Z,402.0
7083,@deejaybrasho254,Leo umeeka usiku😅😅😂😂😂,1,2023-04-09T22:14:17Z,403.0
7084,@mr_mombasashow,hii ndo iko juu,1,2023-04-09T22:12:06Z,404.0
7085,@georgebush2687,sionangi reason ya kukosa kuona hii stuff bana...keep em coming alma,12,2023-04-09T21:43:17Z,405.0
7086,@_babrah_World,Team strong we have time lets watch this banger💰😂🔥🔥,9,2023-04-09T21:36:03Z,406.0
7087,@Gee586,Kali sana🔥🔥🔥,2,2023-04-09T21:36:01Z,407.0
7088,@eugineomondi6394,🎉ni kumoto manzee 😂,2,2023-04-09T21:35:38Z,408.0
7089,@maxthuo7444,Never missed any premier ❤❤,8,2023-04-09T21:34:09Z,409.0
7090,@Meshmabumba,Hatulali until we get our daily dose💉❤❤❤,13,2023-04-09T21:28:23Z,410.0
7091,@flirty_angelo4335,Acha nitoe stress za Arsenal uku atleast,9,2023-04-09T21:19:58Z,411.0
7092,@Sudiboi,Low-key ❤❤,0,2026-02-16T09:37:28Z,0.0
7093,@REINHARD-w2t,The real Gee buda uskii uko classes za central cee.big up bro tutakusupport hadi mwisho,2,2026-02-16T08:57:33Z,1.0
7094,@JirdooJordoo,Not nice sjui ka umenotis,1,2026-02-16T08:25:40Z,2.0
7095,@JohnstoneNdumi-p8n,mboka doba siku zotee acha wayapyap vike wanadai lkn career hawaezi distruct😊😊😊😅😅,1,2026-02-16T07:47:13Z,3.0
7096,@fabiotongi,"This is a masterpiece 😅 , real deal 
Big up vijanaaa WA mtaaa🐐",2,2026-02-16T07:26:28Z,4.0
7097,@OwenMmbizi,Wale vijana wa sanaa shambaa wakujee classes hpa,0,2026-02-16T07:21:59Z,5.0
7098,@thejokaambiencepodcast,Wananiuzia uoga na sijatenga io maziwa 😮,0,2026-02-16T07:08:42Z,6.0
7099,@ramps2547,na iyo beef isiishe we need diss songs😅,1,2026-02-16T06:34:42Z,7.0
7100,@jay_listra,Bruklyn diss track ni mbuayaa...stima siku tezzo,0,2026-02-16T05:55:48Z,8.0
7101,@BillGithio,the master crafted the skills.🎉big up toxic lyrikali,1,2026-02-16T05:53:26Z,9.0
7102,@thastreetvigilante,Watu Wana believe kesho tunagonga 1m wako wapi,2,2026-02-15T22:43:14Z,10.0
7103,@DennisSambu-l5i,Low-key 🔥,1,2026-02-15T21:14:56Z,11.0
7104,@munyiridavidgilbert,Infact wakipatana na buru kln Bois akuna impact watamake😂😂 low-key,1,2026-02-15T21:10:57Z,12.0
7105,@GeorgeWilton-l9v,Nani mwingine anaiskia akiwaka rooftop😤😂😂,9,2026-02-15T20:20:03Z,13.0
7106,@GabrielNdambuki-d7h,"Mirista toxic abahatishi,kaa unaamini gonga like",2,2026-02-15T20:19:38Z,14.0
7107,@ischales_254,wapi likes za toxic lyrikali,2,2026-02-15T20:09:26Z,15.0
7108,@oldtymradio,Nimependa Ngoma za both manzee...😂,1,2026-02-15T20:05:27Z,16.0
7109,@RongBillionheir-G,🙌🏿🙌🏻 after namba 2 kuwa namba 1👣💣💥,1,2026-02-15T19:57:43Z,17.0
7110,@jumamoyo5725,Do a feature with emkay 64 from coast,1,2026-02-15T19:25:42Z,18.0
7111,@Chinku.237,Toxic💯,3,2026-02-15T18:47:03Z,19.0
7112,@kelvinemmanuel1167,#Manna T 🔥💯💯,0,2026-02-15T18:38:14Z,20.0
7113,@SixSita-h7p,Walai mana T tunakuaminia 🙌,0,2026-02-15T17:54:06Z,21.0
7114,@spaceship-s3q,Endelea ivyo,0,2026-02-15T17:37:49Z,22.0
7115,@Ghettochali,"Kama ngoma sio ya toxic hakuna kusikiza,Nazima radio📸",0,2026-02-15T16:58:07Z,23.0
7116,@ZerotoHero-1960,Nimejitambua sidai izo trophy🐊🐊🐊💯,1,2026-02-15T16:49:09Z,24.0
7117,@LucyWamboi-q4i,KENYA  BEST RAPPER TOXIC,1,2026-02-15T14:55:03Z,25.0
7118,@iam_yobb1e,NOTNICE SIJUI KAMA UMENOTICE MMHHH MHHH MBOKA DOBA 🇰🇪🏅,0,2026-02-15T14:28:10Z,26.0
7119,@Pinchez_z,"Aiyaya, Bro 🥶🔥👍",1,2026-02-15T14:27:37Z,27.0
7120,@MarcelOyamo-k7v,Kaa si mboka doba ingekuwa inaongoza charts ni bongo..mnisa wa kudumu,0,2026-02-15T14:21:28Z,28.0
7121,@Fxcomrades,get ready get ready iyo  stima naona inazimwa kwa main switch😂,0,2026-02-15T13:57:07Z,29.0
7122,@RAZA_254,Lowkey kidosi low-key ni za kidosi 🔥🔥🔥,1,2026-02-15T13:04:43Z,30.0
7123,@ZerotoHero-1960,Mana bad nimezoea mikosi💯,1,2026-02-15T12:39:32Z,31.0
7124,@j.a.l.l.y,me ni wori wori warrior wanaboronja sana  sai una rostiwaaaa😂😂😂😂...Jibu Diss baba😢,1,2026-02-15T10:57:18Z,32.0
7125,@threegeniusafricans2027,Mi ni dosi na nachoma Hadi nyongi,0,2026-02-15T10:43:54Z,33.0
7126,@meloow194,Get ready get ready ndio tunaingia 1m 🔥🔥🔥,1,2026-02-15T10:26:12Z,34.0
7127,@1_Dictatorr,"Lowkeyy 

Hawawezi jua nimesimamisha katiplo☝🏼🔥",0,2026-02-15T09:01:23Z,35.0
7128,@SimonWrld-q7e,😂😂😂 ehh walaee,0,2026-02-15T08:39:07Z,36.0
7129,@LeonardMuhia-p6l,Sijui kama umenotice najihushisha kama Iko na manoti💪,0,2026-02-15T08:23:53Z,37.0
7130,@amoshinebl,🔥🔥,1,2026-02-15T07:57:30Z,38.0
7131,@GitongaFAMFabur,Buru hawa gam gheto jam🔥🔥,1,2026-02-15T07:29:39Z,39.0
7132,@Rong-b1p,#58flava🤟🚀,0,2026-02-15T06:49:46Z,40.0
7133,@leblancarts6217,"""Hupanguza kawalas nowanda haiwezi nuka""😂😂😷😷",0,2026-02-15T05:06:17Z,41.0
7134,@SamuelKamau-bm2hu,Lakini huyu kijana ni mubaad🙃🙃,2,2026-02-15T05:04:46Z,42.0
7135,@ErnestMugoyt,"Dirty Biz, Sidai uchafu kwa maziwa",0,2026-02-15T04:40:24Z,43.0
7136,@Eduloops-d1n,https://youtu.be/NxETu6ih1o0?feature=shared😊,0,2026-02-15T01:40:16Z,44.0
7137,@soitunai7664,Not nice sijui ka umenotice 😊,0,2026-02-15T01:16:06Z,45.0
7138,@Onyi_claude,Knew he was gonna win the world..he won my heart just like that...Went to the same school btw 2 classes behind me 😂💪🏿 Mboka doba,1,2026-02-14T21:58:43Z,46.0
7139,@TrellJuly,We ingia stu,0,2026-02-14T20:25:59Z,47.0
7140,@Redlow10,Sasa tunangoja utoe diss track udeal na 58,2,2026-02-14T19:53:36Z,48.0
7141,@SmilingCroissant-en6dz,Mr Right is best 📈,0,2026-02-14T19:35:00Z,49.0
7142,@SirJk-g3r8q,Mboka doba siku zombot ☝️☝️☝️☝️,2,2026-02-14T19:00:26Z,50.0
7143,@jamesnganga6387,B.......FOR.... BADEST👑🔥🤘🏾,2,2026-02-14T16:54:20Z,51.0
7144,@mikecomics6367,like before ifike 1m ❤,1,2026-02-14T15:37:20Z,52.0
7145,@allankiptoo4921,Harooooooooooo😊😊😊😮😮😮,2,2026-02-14T15:34:18Z,53.0
7146,@saTiva-Tiva,Nani ametoka uko kwa vijana wa BURU 😢😢😢,31,2026-02-14T15:22:46Z,54.0
7147,@keemcut,58 amedrop,2,2026-02-14T14:10:13Z,55.0
7148,@johnnjuguna8162,horsepower 🔥🔥🇰🇪,0,2026-02-14T13:54:31Z,56.0
7149,@AddiChokosh,#Mboka doba🔥🔥🔥,0,2026-02-14T11:06:32Z,57.0
7150,@CliffordIrungu,mboka doba,1,2026-02-14T09:22:14Z,58.0
7151,@johnmaelfu1360,huyu kijana ni moto,1,2026-02-14T07:43:00Z,59.0
7152,@nasseh_7242,Sidai izo trophy 🏆,1,2026-02-14T06:03:02Z,60.0
7153,@ShaddyJnr-p4c,"n mbaya,,,pigeni comeback moja safi,,,we will be there for you📈♥️™️",0,2026-02-14T04:09:40Z,61.0
7154,@Be_37,Mwaka mwakii🔥,0,2026-02-14T00:43:58Z,62.0
7155,@KAYSABA,Ground Kunare 🔥🐊 Anaku Rahisi 🐊,1,2026-02-13T21:06:37Z,63.0
7156,@bensonKioko-w4g,No comparison💯🔥🔥,1,2026-02-13T17:51:21Z,64.0
7157,@ianrodrick9069,"Its not your first time here,Is it?🙌",1,2026-02-13T17:28:23Z,65.0
7158,@johnnjuguna8162,lowwkkkeeey🔥🔥🇰🇪,2,2026-02-13T15:57:46Z,66.0
7159,@bonijunia9066,Huyu akiingia studio ni hit na mabangers tu hakuna kubahatisha,0,2026-02-13T15:37:44Z,67.0
7160,@DennisSenior-u1y,toxic hakikisha ume reply hii manzee wewe n mgenje🔥,0,2026-02-13T15:14:54Z,68.0
7161,@_.lil_ram,Top 💯,0,2026-02-13T15:08:54Z,69.0
7162,@KennedyKimani-l7e1s,True🙏🙏,1,2026-02-13T14:42:53Z,70.0
7163,@AdongoFrankline-x6v,Kulike mara kadhaa nafinya wapi 😩❤️,0,2026-02-13T14:12:55Z,71.0
7164,@bikerboystvKenya,Ako n team  y ball  😅😅😅😅 kwani n vuta,0,2026-02-13T14:12:42Z,72.0
7165,@kevinwerunga8478,mbaya,0,2026-02-13T13:55:37Z,73.0
7166,@FarhanAbdullahi-z7b2k,Baddest 🔥🥷,0,2026-02-13T13:26:43Z,74.0
7167,@Breezytingss,Mi ni dosi na nachoma adi nyongi🔥🔥,0,2026-02-13T12:27:56Z,75.0
7168,@vawnnewton7378,"Bridget 💙... She understands the words ""Play .ke music"" and never disappoints",0,2026-02-13T11:53:11Z,76.0
7169,@mbokadoba467,Nugu nugu,0,2026-02-13T11:38:05Z,77.0
7170,@T.e.r.e.n.c.e,Quality  Quality video.,1,2026-02-13T08:08:00Z,78.0
7171,@brianbrandon4573,Fair,0,2026-02-13T07:26:40Z,79.0
7172,@marcelkibor184,h,0,2026-02-13T06:21:47Z,80.0
7173,@CalebMuriithi-y2r,Nimekiwasha waras wakipita,1,2026-02-13T06:08:34Z,81.0
7174,@Zepto-g1r1w,## jah please continue watching oVER THE king lesomasi currently SERVING IN in nYERI maXIMUM straight in e block...,0,2026-02-13T05:37:07Z,82.0
7175,@Zepto-g1r1w,"# hizi sides za east kuna homaa na sambaza KESI HUKU TUNA SOLKVE BIA WAOKILII,,tukitumia akili za gotta city..biog up ras daudi REPRESENTING naiurutiA down town masssive🤑🤥 mali yangu una deNGA??",1,2026-02-13T05:33:34Z,83.0
7176,@Da_young_shmigo,Numbers never lie #lowkey🔞📵⛔,1,2026-02-13T03:23:12Z,84.0
7177,@IanKim-x7j,uwezi messo nikona lowkey nazisafirisha 💀💯,1,2026-02-12T21:57:00Z,85.0
7178,@ALEKOBIG,😂😂😂hata watu wachukie lyrikali anasupportiwa na Ghetto👑👑👑lyrikali ni wetu kila mtaa inamrank,1,2026-02-12T20:52:07Z,86.0
7179,@Theinfamousmillenial,Mboka doba,1,2026-02-12T19:32:37Z,87.0
7180,@BernardMusyoka-c2b,Ngori🔥🔥🔥🔥🔥💥💥💥💥💯,1,2026-02-12T19:03:26Z,88.0
7181,@StingMan-z9u,Ngori na nina mtambua kwa ground,1,2026-02-12T18:29:57Z,89.0
7182,@realbaddie6825,Ingine mwecheche,1,2026-02-12T18:14:51Z,90.0
7183,@ShantoMadolla,Manat ft mmmmh 🍌🍍🫡🥸,1,2026-02-12T18:12:59Z,91.0
7184,@KephasOg,Tukipatana hakuna impact tutamake 😂 😂 mannah T,0,2026-02-12T17:46:43Z,92.0
7185,@BUSHTENG_WAILER,10m loading MBOKA DOBAAAAA,1,2026-02-12T17:32:13Z,93.0
7186,@Abdithetrader,Walai huyu msee mzae anafanyanga niskie kuvuta bhangi😂❤ walai talent 🎉,0,2026-02-12T17:12:40Z,94.0
7187,@SamwelKuriaa,𝙈𝙚 𝙣𝙞 𝙙𝙤𝙯𝙞 𝙣𝙖 𝙗𝙖𝙙𝙤 𝙣𝙖𝙘𝙝𝙤𝙢𝙖 𝙖𝙙𝙞 𝙣𝙮𝙤𝙣𝙜𝙞𝙞 😂😂𝙣𝙞 𝙢𝙗𝙖𝙮𝙖𝙖,0,2026-02-12T16:21:41Z,95.0
7188,@elsyg-j9g,Eeeei ...kila kitu huku ni safi🤏,0,2026-02-12T15:22:26Z,96.0
7189,@notebooklmde,🚶🏿‍♂️🚶🏿‍♂️🚶🏿‍♂️🚶🏿‍♂️🚶🏾‍♂️🚶🏿‍♂️🚶🏿‍♂️🚶🏿‍♂️🚶🏿‍♂️🚶🏾‍♂️,1,2026-02-12T14:44:00Z,97.0
7190,@Besmile-z1x,https://youtube.com/shorts/yw_RegtT-No?si=xM5oJCTD8KYuKF3G,1,2026-02-12T13:58:19Z,98.0
7191,@mwanadrilleralcapone,Mwana fully east mboka ndoba 🔥🔥,1,2026-02-12T12:54:35Z,99.0
7192,@linhylyrics,Toxic for life plus kartel,4,2026-02-12T12:01:52Z,100.0
7193,@mikechege,Nimejitambua sihitaji hizo trophies,3,2026-02-12T11:31:01Z,101.0
7194,@indiangal2830,The 🐐🐐❤,2,2026-02-12T11:21:25Z,102.0
7195,@TimothyAnjichi,Man ah bhad nimezoea mikosi ni mbwayaa😂😂😂,2,2026-02-12T11:00:19Z,103.0
7196,@ArmstrongRadier,Hii Ngoma iko chini bana  kwanza toxic alisema tutuam walai 😢😢😢 nkt,2,2026-02-12T10:47:34Z,104.0
7197,@JayCombat-d4p,https://youtu.be/atK55aoZVLE?si=nEJKybNr5kty_nyf,1,2026-02-12T10:45:10Z,105.0
7198,@JayCombat-d4p,https://youtu.be/zzdCan8y3SY?si=J_-RCOsYk-QRRWGA,1,2026-02-12T10:44:43Z,106.0
7199,@JayCombat-d4p,https://youtu.be/pVbsSYnHYws?si=zyJ4tu83fKMW-p7t,1,2026-02-12T10:44:14Z,107.0
7200,@ExclusiveMagicmedia,🎉🎉🎉🎉,4,2026-02-12T05:57:15Z,108.0
7201,@trendy_kid_official8475,To be valuable lazima kiburi ama namana gani my friends big up toxic,7,2026-02-12T02:42:01Z,109.0
7202,@Dasilva_Lw,Hii imekataa kufika mita 😂😂😢,3,2026-02-11T22:15:50Z,110.0
7203,@LastangelsTV,vile nacheza nni?........🔥,4,2026-02-11T21:02:10Z,111.0
7204,@PeterMeli-m5q,Mana T yule mkali,3,2026-02-11T20:19:28Z,112.0
7205,@MichaelMikemike-d7i4v,Here we gather guys,3,2026-02-11T19:22:44Z,113.0
7206,@Dennis_ke1,mana bad nimezoea mikosi#mboka doba,3,2026-02-11T18:51:54Z,114.0
7207,@SamuelOlanyu-p6e7u,Sijatenga hiyo milo,3,2026-02-11T18:37:33Z,115.0
7208,@MAFAKIkids,Walai si Toxic wwe ni Hatari🔥🔥🔥,4,2026-02-11T18:07:31Z,116.0
7209,@OxygenMnisa,I just left from school to come and check if Toxic has delivered something and I've got more than I expected GOAT Lyricali,3,2026-02-11T17:58:52Z,117.0
7210,@Ghostofhrcodm,TOP 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪,4,2026-02-11T17:19:50Z,118.0
7211,@Kingookimeu,Toxci  all day,3,2026-02-11T17:06:03Z,119.0
7212,@BoiBoi-l7s,Doba ingine itakua heat kama Back Bencher 😂😂😂,4,2026-02-11T16:47:14Z,120.0
7213,@NOTNICELASSTY,Hii ni mbaya ishakuwa 😂😂,3,2026-02-11T16:35:24Z,121.0
7214,@HOLI-O_Music,#number one on trending chart pure talent,3,2026-02-11T16:23:04Z,122.0
7215,@clemencemwachia,Who is still on repeat,6,2026-02-11T16:08:04Z,123.0
7216,@LenylKe,Mbayaa❤❤😂,4,2026-02-11T15:20:08Z,124.0
7217,@CecilTee,Numbers😅,2,2026-02-11T14:31:50Z,125.0
7218,@LuizMatai,Kenya has gotten a gem who is about to be the biggest music export in the country,3,2026-02-11T13:09:13Z,126.0
7219,@shluxstore,Remix n pelzy hii Ngoma utaweza for real toxic,2,2026-02-11T12:06:31Z,127.0
7220,@mchinanode,Chini ya maji Lowkey🔐🔑🔥💯,2,2026-02-11T11:39:22Z,128.0
7221,@OtienoVicky,Toxic legaxy👊🦾🦾💪,2,2026-02-11T10:41:52Z,129.0
7222,@MonixOkinda,"Mbogi ya kayole, mboka doba",2,2026-02-11T09:57:25Z,130.0
7223,@Warrennyamamu,To the world 🌎❤,2,2026-02-11T09:52:03Z,131.0
7224,@rickymurithi,Intellect 💫,2,2026-02-11T08:43:08Z,132.0
7225,@philipotieno9996,Uyuuu ndio king sai❤❤ amini io tu,3,2026-02-11T08:41:07Z,133.0
7226,@ScorpionThekingpin,Cmunione pia mm nishide kijana yangu ndio hiyo noma https://youtu.be/LFBOoyErqSM?si=aGL4b1cjFMfoMf6q,2,2026-02-11T08:35:53Z,134.0
7227,@shadowempire1461,https://youtu.be/cbg0Pw4horU?si=_BiGAOe5gXsHYfY5,1,2026-02-11T08:03:30Z,135.0
7228,@KenyanRhythmPulse,toxic to the world,3,2026-02-11T07:59:41Z,136.0
7229,@griffin039,Kama unamkubali toxic gonga like❤,2,2026-02-11T07:58:00Z,137.0
7230,@purymuthee6257,😍😍😍🔥,2,2026-02-11T07:45:40Z,138.0
7231,@Oneshieldplus,"full buda si mjunior,,,dereva umejifanya abiria🥶",5,2026-02-11T06:34:46Z,139.0
7232,@Ivy-k6f6e,Collabo hazidaii 😅...ivoo tu,1,2026-02-11T04:36:30Z,140.0
7233,@MembersSykes,Toxic mnisa=anaku mwingne,1,2026-02-11T04:08:08Z,141.0
7234,@ViralCalva023,Unyama Toxic ka yote my Gee❤,2,2026-02-10T21:50:06Z,142.0
7235,@mrprice254,Directed By Me🗣🔥🔥,0,2026-02-10T21:38:34Z,143.0
7236,@JamalSaidi-q9c5e,⚡🔥,0,2026-02-10T21:34:18Z,144.0
7237,@ilovemusic-topic,2weeks 1m+,2,2026-02-10T20:09:59Z,145.0
7238,@daviswanyoike1747,"Lazima tusimamishe maploti  na ni cha lazima ,, marima na simamisha ma pillar .......🔥🔥 Hi nayo ni mbayaa ✌🏾",1,2026-02-10T20:02:14Z,146.0
7239,@KentonKaka,Sana saba mombasa,0,2026-02-10T19:55:41Z,147.0
7240,@youngcupsy,Tangu tene kwa rap battle ni toxic tu uwezi ngam 😮😮😮,1,2026-02-10T19:46:07Z,148.0
7241,@stephenmuchori2273,"Mwaka mwaki kwa Kila msee atanipea ears
Mboka doba 🔥🔥",2,2026-02-10T19:41:35Z,149.0
7242,@TripWRLD-g1j,Watching from south Sudan 🇸🇸 🇸🇸,4,2026-02-10T19:30:54Z,150.0
7243,@CTRLzed_XP,2 weeks 1 mil...tufikishe hii ata 10mil,1,2026-02-10T19:27:12Z,151.0
7244,@derriqueshamia9993,Ares hajaiacha kunishangaza 🔥,0,2026-02-10T18:47:46Z,152.0
7245,@JajazagaBusuru,Alafu munafananisha king na omena mr right katoto kadogo,1,2026-02-10T18:36:19Z,153.0
