"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","clean_text","confidence_score","created_at","id","label","language","lead_time","likes","predicted_label","published_at","text","updated_at" 
2024.0,2353,2360,"1","@Djdripper_ke","msuongee nyngi na captain ako alive",0.3921605944633484,"2026-02-22T10:22:39.531468Z",19187,"Neutral/Positive","Mixed",3.094,0,"neutral or positive","2025-05-05T22:47:03Z","msuongee nyngi na captain ako alive","2026-02-22T10:22:39.531468Z"
2025.0,2354,2361,"1","@julietnashipai6608","Hannah is low upstairs ako na madharau sana",0.5805085897445679,"2026-02-22T10:22:43.708918Z",19188,"Offensive (Non-Targeted)","Mixed",3.95,0,"neutral or positive","2025-05-05T22:46:56Z","Hannah is low upstairs ako na madharau sana","2026-02-22T10:22:43.708918Z"
2026.0,2355,2362,"1","@XmasMami","obinna amekua very stupid anafanya everything for likes amekua unprofessional",0.5209047198295593,"2026-02-22T10:22:49.372437Z",19189,"Neutral/Positive","Mixed",5.138,0,"offensive language","2025-05-05T22:46:23Z","obinna amekua very stupid anafanya everything for likes amekua unprofessional","2026-02-22T10:22:49.372437Z"
2027.0,2356,2363,"1","@esthergithinji1822","Huyu hannah mdomo tu",0.3565029501914978,"2026-02-22T10:22:53.247181Z",19190,"Neutral/Positive","Mixed",3.591,0,"neutral or positive","2025-05-05T22:45:52Z","Huyu hannah mdomo tu","2026-02-22T10:22:53.247181Z"
2028.0,2357,2364,"1","@SamwelNyabuto-sf9sj","Obina please . A Doctor is always accurate and a doctor can never give you drugs without an infection.  But Obina please apologize to your guests .",0.425113171339035,"2026-02-22T10:23:00.070563Z",19191,"Neutral/Positive","English",6.589,1,"neutral or positive","2025-05-05T22:45:20Z","Obina please . A Doctor is always accurate and a doctor can never give you drugs without an infection.  But Obina please apologize to your guests .","2026-02-22T10:23:00.070563Z"
2029.0,2358,2365,"1","@BennettNeila","Tuko hapa  face_with_tears_of_joy  face_with_tears_of_joy  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing Aki drama za Kenya",0.4914599955081939,"2026-02-22T10:23:04.782266Z",19192,"Neutral/Positive","Mixed",4.478,1,"offensive language","2025-05-05T22:44:35Z","Tuko hapa 😂😂🤣🤣🤣🤣Aki drama za Kenya","2026-02-22T10:23:04.782266Z"
2030.0,2359,2366,"1","@neutongatobu180","Hannah kuna kitu anaficha alikuwa na kaswede mbona akuleta results za huko kisii oasis hospital",0.431034505367279,"2026-02-22T10:23:11.229271Z",19193,"Neutral/Positive","Mixed",6.195,0,"irony","2025-05-05T22:44:33Z","Hannah kuna kitu anaficha alikuwa na kaswede mbona akuleta results za huko kisii oasis hospital","2026-02-22T10:23:11.229271Z"
2031.0,2360,2367,"1","@jecintamumbi7569","Culture niue face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.5027881860733032,"2026-02-22T10:23:14.805016Z",19194,"Neutral/Positive","Mixed",3.352,0,"offensive language","2025-05-05T22:44:15Z","Culture niue😂😂😂😂😂😂😂😂","2026-02-22T10:23:14.805016Z"
2032.0,2361,2368,"1","@WorldcoinServices","Obbina nimekuchukia from today",0.3696916103363037,"2026-02-22T10:23:44.478588Z",19195,"Constructive Criticism","Mixed",5.565,31,"neutral or positive","2025-05-05T22:44:03Z","Obbina nimekuchukia from today","2026-02-22T10:23:44.478588Z"
2033.0,2362,2369,"1","@WorldcoinServices","Obinna that is wrong",0.5712704062461853,"2026-02-22T10:23:48.307428Z",19196,"Neutral/Positive","English",3.609,0,"offensive language","2025-05-05T22:43:34Z","Obinna that is wrong","2026-02-22T10:23:48.307428Z"
2034.0,2363,2370,"1","@winnienjeri6432","End the live becoz the interview was not hers,angeitwa siku yake ajieleze smirking_face ",0.3590573072433471,"2026-02-22T10:23:53.628455Z",19197,"Neutral/Positive","Mixed",5.105,0,"irony","2025-05-05T22:42:58Z","End the live becoz the interview was not hers,angeitwa siku yake ajieleze😏","2026-02-22T10:23:53.628455Z"
2035.0,2364,2371,"1","@mercygithiri6514","Hukuwa tamu sana siku za mvua face_with_tears_of_joy  grinning_face_with_sweat ",0.4203499555587768,"2026-02-22T10:23:58.860473Z",19198,"Neutral/Positive","Mixed",5.018,0,"neutral or positive","2025-05-05T22:42:21Z","Hukuwa tamu sana siku za mvua😂😅","2026-02-22T10:23:58.860473Z"
2036.0,2365,2372,"1","@estherochego8790","The trending couple ni 2 months na Hanna anaona amefika",0.4118296205997467,"2026-02-22T10:24:04.459954Z",19199,"Neutral/Positive","Mixed",5.388,0,"neutral or positive","2025-05-05T22:41:26Z","The trending couple ni 2 months na Hanna anaona amefika","2026-02-22T10:24:04.459954Z"
2037.0,2366,2373,"1","@fatmanasimiyu3284","Kwani camera za Obinna hazina filter",0.2778138816356659,"2026-02-22T10:24:07.683061Z",19200,"Neutral/Positive","Mixed",3.023,2,"neutral or positive","2025-05-05T22:41:20Z","Kwani camera za Obinna hazina filter","2026-02-22T10:24:07.683061Z"
2038.0,2367,2374,"1","@irenendanu7512","That was so wrong of Hannah gate crushing someone's interview,she could have waited for her turn",0.6974219679832458,"2026-02-22T10:24:11.504858Z",19201,"Neutral/Positive","Mixed",3.616,0,"offensive language","2025-05-05T22:41:09Z","That was so wrong of Hannah gate crushing someone's interview,she could have waited for her turn","2026-02-22T10:24:11.504858Z"
2039.0,2368,2375,"1","@jecintawambui3220","Aky haka kasichana kanajionaga aje kiburi ako nayo Hannah punguza  mdomo dunia itakufunza wewe tuko tu hapa tunawatch",0.4010046720504761,"2026-02-22T10:24:16.684024Z",19202,"Neutral/Positive","Mixed",4.97,7,"irony","2025-05-05T22:40:47Z","Aky haka kasichana kanajionaga aje kiburi ako nayo Hannah punguza  mdomo dunia itakufunza wewe tuko tu hapa tunawatch","2026-02-22T10:24:16.684024Z"
2040.0,2369,2376,"1","@estherkatheu7267","Hatuwezi lala bila full udaku face_with_tears_of_joy  face_with_tears_of_joy ",0.4149178266525268,"2026-02-22T10:24:20.957701Z",19203,"Neutral/Positive","Mixed",4.063,7,"neutral or positive","2025-05-05T22:40:39Z","Hatuwezi lala bila full udaku😂😂","2026-02-22T10:24:20.957701Z"
2041.0,2370,2377,"1","@cynthianasimiyu1147","Sabrina hana taste kabisa. Juu hizi ni nin crying_face . Anyway i know you all are hating in Hanna but ni mrembo kuliko Sabrina.  Huyu anamshindia tu matako grinning_face_with_sweat ",0.5150066018104553,"2026-02-22T10:24:24.337935Z",19204,"Neutral/Positive","Mixed",3.173,1,"hate speech","2025-05-05T22:40:30Z","Sabrina hana taste kabisa. Juu hizi ni nin😢. Anyway i know you all are hating in Hanna but ni mrembo kuliko Sabrina.  Huyu anamshindia tu matako😅","2026-02-22T10:24:24.337935Z"
2042.0,2371,2378,"1","@Stiner_vibes1.","Obinna leo nàyo hujafanya poa
You need to apologize",0.366392970085144,"2026-02-22T10:25:01.001049Z",19205,"Neutral/Positive","Mixed",36.449,0,"neutral or positive","2025-05-05T22:40:02Z","Obinna leo nàyo hujafanya poa
You need to apologize","2026-02-22T10:25:01.001049Z"
2043.0,2372,2379,"1","@SylviahKerubo-l9u","Culture amejam aki  loudly_crying_face  loudly_crying_face  loudly_crying_face  loudly_crying_face  loudly_crying_face ",0.8326112627983093,"2026-02-22T10:25:03.795023Z",19206,"Neutral/Positive","Mixed",2.554,7,"offensive language","2025-05-05T22:40:02Z","Culture amejam aki 😭😭😭😭😭","2026-02-22T10:25:03.795023Z"
2044.0,2373,2380,"1","@ImmaculateJoel","Kaswende funga mdomo",0.3883890211582184,"2026-02-22T10:25:07.752031Z",19207,"Offensive (Non-Targeted)","Mixed",3.748,0,"neutral or positive","2025-05-05T22:39:40Z","Kaswende funga mdomo","2026-02-22T10:25:07.752031Z"
2045.0,2374,2381,"1","@SylviahKerubo-l9u","After hapa Sabrinah and Culture mapenzi ni Vipi??",0.4825802445411682,"2026-02-22T10:25:19.321438Z",19208,"Neutral/Positive","Mixed",11.36,0,"neutral or positive","2025-05-05T22:38:15Z","After hapa Sabrinah and Culture mapenzi ni Vipi??","2026-02-22T10:25:19.321438Z"
2046.0,2375,2382,"1","@Itsbree-u5b","Hannah kadomo tu",0.2799281179904938,"2026-02-22T10:25:21.969958Z",19209,"Neutral/Positive","Mixed",2.433,0,"neutral or positive","2025-05-05T22:37:58Z","Hannah kadomo tu","2026-02-22T10:25:21.969958Z"
2047.0,2376,2383,"1","@dtradersite","Before Hannah akuje huyu jamaa alikua anaenjoy kukua Comedian + romantic face_with_tears_of_joy 5 minutes later akakua msikilizaji wa kupigwa na butwa na aibu...juu hizo ni nini walikua waongea mbele yake after asifie dem hivyo vyote honestly crying_face ",0.5981898307800293,"2026-02-22T10:25:30.507134Z",19210,"Constructive Criticism","Mixed",8.315,1,"offensive language","2025-05-05T22:37:13Z","Before Hannah akuje huyu jamaa alikua anaenjoy kukua Comedian + romantic😂5 minutes later akakua msikilizaji wa kupigwa na butwa na aibu...juu hizo ni nini walikua waongea mbele yake after asifie dem hivyo vyote honestly😢","2026-02-22T10:25:30.507134Z"
2048.0,2377,2384,"1","@njokiesther7391","Aki wakisi  grinning_face_with_sweat  grinning_face_with_sweat  face_with_tears_of_joy  face_with_tears_of_joy ",0.3277052938938141,"2026-02-22T10:25:33.131007Z",19211,"Neutral/Positive","Mixed",2.382,0,"irony","2025-05-05T22:37:05Z","Aki wakisi 😅😅😂😂","2026-02-22T10:25:33.131007Z"
2049.0,2378,2385,"1","@Jane-le9gv","Obbina eti Malaya  hakumbuki wee hiyo ni harsh",0.5376391410827637,"2026-02-22T10:25:42.000328Z",19212,"Neutral/Positive","Mixed",8.628,0,"offensive language","2025-05-05T22:37:03Z","Obbina eti Malaya  hakumbuki wee hiyo ni harsh","2026-02-22T10:25:42.000328Z"
2050.0,2379,2386,"1","@JanetKerubo-w8p","Am a proud kisii face_with_tears_of_joy  red_heart ",0.2523628771305084,"2026-02-22T10:25:45.042368Z",19213,"Neutral/Positive","Mixed",2.76,6,"offensive language","2025-05-05T22:36:58Z","Am a proud kisii😂❤","2026-02-22T10:25:45.042368Z"
2051.0,2380,2387,"1","@ceciliamutua","Mwanamke akipata jamaa anaye mpenda huwa ananona not vice versa",0.6221989989280701,"2026-02-22T10:25:49.863197Z",19214,"Neutral/Positive","Mixed",4.621,0,"neutral or positive","2025-05-05T22:36:40Z","Mwanamke akipata jamaa anaye mpenda huwa ananona not vice versa","2026-02-22T10:25:49.863197Z"
2052.0,2381,2388,"1","@CareenWasilwa","Mbona mtu a join  interview  ya wenyewe",0.2604843974113464,"2026-02-22T10:25:53.133973Z",19215,"Neutral/Positive","Mixed",3.049,1,"irony","2025-05-05T22:36:18Z","Mbona mtu a join  interview  ya wenyewe","2026-02-22T10:25:53.133973Z"
2053.0,2382,2389,"1","@Sarahchachatz","Yani Hannah ana heshima ata kidogo Huyu dada mungu tu amsaidie aponye kinywa chake Yani anaropoka chochote kinachokuja mdomoni Hanna jaribu kujieshimu ata kidogo wew ni mwanamke na ni kioo cha jamaa",0.2955594360828399,"2026-02-22T10:25:56.790409Z",19216,"Neutral/Positive","Mixed",3.424,0,"neutral or positive","2025-05-05T22:36:06Z","Yani Hannah ana heshima ata kidogo Huyu dada mungu tu amsaidie aponye kinywa chake Yani anaropoka chochote kinachokuja mdomoni Hanna jaribu kujieshimu ata kidogo wew ni mwanamke na ni kioo cha jamaa","2026-02-22T10:25:56.790409Z"
2054.0,2383,2390,"1","@JanetKerubo-tm6bw","Weee annah ni mwongo tuliona Sabrina akihug captain na anah airport akiwaambia bye halafu annah anasema eti alikuwa kwake na akiwa amefaa nguo zake  ,,,ninsense",0.3465793430805206,"2026-02-22T10:26:03.106385Z",19217,"Neutral/Positive","Mixed",6.104,1,"offensive language","2025-05-05T22:35:55Z","Weee annah ni mwongo tuliona Sabrina akihug captain na anah airport akiwaambia bye halafu annah anasema eti alikuwa kwake na akiwa amefaa nguo zake  ,,,ninsense","2026-02-22T10:26:03.106385Z"
2055.0,2384,2391,"1","@habbzjulz6482","Wakisii jamani  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  aaah Sabrina hii nae  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat joh",0.3848792314529419,"2026-02-22T10:26:07.199104Z",19218,"Neutral/Positive","Mixed",3.833,0,"offensive language","2025-05-05T22:35:12Z","Wakisii jamani 😂😂😂😂😂😂 aaah Sabrina hii nae 😅😅😅😅joh","2026-02-22T10:26:07.199422Z"
2056.0,2385,2392,"1","@teresylorin","Like riri face_with_tears_of_joy  grinning_face_with_sweat ",0.3338781595230102,"2026-02-22T10:26:11.311120Z",19219,"Neutral/Positive","Mixed",3.91,0,"neutral or positive","2025-05-05T22:35:05Z","Like riri😂😅","2026-02-22T10:26:11.311120Z"
2057.0,2386,2393,"1","@ceciliamutua","Hanna kiherehere alikuja live kufanya I think she's wrong",0.284407377243042,"2026-02-22T10:26:16.496171Z",19220,"Neutral/Positive","Mixed",4.975,0,"neutral or positive","2025-05-05T22:35:00Z","Hanna kiherehere alikuja live kufanya I think she's wrong","2026-02-22T10:26:16.496171Z"
2058.0,2387,2394,"1","@chelseaamwayi4773","How is it posipo like riri face_with_tears_of_joy  face_with_tears_of_joy ",0.6307525038719177,"2026-02-22T10:26:20.705454Z",19221,"Neutral/Positive","Mixed",3.995,1,"neutral or positive","2025-05-05T22:33:10Z","How is it posipo like riri😂😂","2026-02-22T10:26:20.705454Z"
2059.0,2388,2395,"1","@Jackiedaniel75","1:44 show inaanza",0.4765146374702453,"2026-02-22T10:26:24.059596Z",19222,"Neutral/Positive","Mixed",3.134,0,"irony","2025-05-05T22:32:45Z","1:44 show inaanza","2026-02-22T10:26:24.059596Z"
2060.0,2389,2396,"1","@naomymuchesi7799","This interview is so irrelevant",0.3072142004966736,"2026-02-22T10:26:27.109865Z",19223,"Constructive Criticism","Mixed",2.842,1,"neutral or positive","2025-05-05T22:32:33Z","This interview is so irrelevant","2026-02-22T10:26:27.109865Z"
2061.0,2390,2397,"1","@MaureenMueni-fq8nl","What hannah did was good,mbna uniongeleleee vibaya n ninaeza jileta,i love the confidence, watu mnajifanya sana ,obinna did nothing",0.3011169135570526,"2026-02-22T10:26:36.598848Z",19224,"Neutral/Positive","Mixed",9.281,0,"offensive language","2025-05-05T22:32:30Z","What hannah did was good,mbna uniongeleleee vibaya n ninaeza jileta,i love the confidence, watu mnajifanya sana ,obinna did nothing","2026-02-22T10:26:36.598848Z"
2062.0,2391,2398,"1","@Carizontanui","Yeast infection is so common among women,,,,and it's treatable,,,it should not be a big issue really.",0.3951165378093719,"2026-02-22T10:26:40.914093Z",19225,"Neutral/Positive","English",4.11,26,"neutral or positive","2025-05-05T22:32:25Z","Yeast infection is so common among women,,,,and it's treatable,,,it should not be a big issue really.","2026-02-22T10:26:40.914093Z"
2063.0,2392,2399,"1","@jacquelinemusimbi","OBINA YOU DID WRONG,YOU  NEED TO APOLOGISE TO THESE TWO WITH IMMEDIATE EFFECT  flushed_face ",0.6054304242134094,"2026-02-22T10:26:44.601813Z",19226,"Neutral/Positive","English",3.461,34,"offensive language","2025-05-05T22:31:11Z","OBINA YOU DID WRONG,YOU  NEED TO APOLOGISE TO THESE TWO WITH IMMEDIATE EFFECT 😳","2026-02-22T10:26:44.601813Z"
2064.0,2393,2400,"1","@Chalomsafii","It's unfair why give her platform and she is not the guest",0.5715954303741455,"2026-02-22T10:26:51.978502Z",19227,"Neutral/Positive","English",7.164,0,"offensive language","2025-05-05T22:31:06Z","It's unfair why give her platform and she is not the guest","2026-02-22T10:26:51.978502Z"
2065.0,2394,2401,"1","@milesmedia9146","Gaswende  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.305926114320755,"2026-02-22T10:26:54.796340Z",19228,"Neutral/Positive","Mixed",2.592,0,"neutral or positive","2025-05-05T22:30:55Z","Gaswende 😂😂😂😂😂","2026-02-22T10:26:54.796340Z"
2066.0,2395,2402,"1","@shirleyachieng","Obizze vile anaskiza hyo udaku weeuh face_with_tears_of_joy  face_with_tears_of_joy the ""eheee"" for me face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy may this kind of love never locate me eii person_gesturing_OK ",0.7392053604125977,"2026-02-22T10:26:58.974745Z",19229,"Neutral/Positive","Mixed",3.964,61,"offensive language","2025-05-05T22:30:46Z","Obizze vile anaskiza hyo udaku weeuh😂😂the ""eheee"" for me😂😂😂may this kind of love never locate me eii🙆","2026-02-22T10:26:58.974745Z"
2067.0,2396,2403,"1","@nahashonmaina6875","How comes prostitution is now a pool of market to such young visionary women,how comfortable are they sharing a married man!!!",0.274021565914154,"2026-02-22T10:27:05.060365Z",19230,"Constructive Criticism","English",5.855,0,"irony","2025-05-05T22:30:41Z","How comes prostitution is now a pool of market to such young visionary women,how comfortable are they sharing a married man!!!","2026-02-22T10:27:05.060365Z"
2068.0,2397,2404,"1","@lorinlorin4978"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy mbilikimo mkora aende na huko ako na ujinga sanaa",0.4753335118293762,"2026-02-22T10:27:09.421794Z",19231,"Offensive (Non-Targeted)","Mixed",4.112,6,"neutral or positive","2025-05-05T22:30:30Z","😂😂😂😂mbilikimo mkora aende na huko ako na ujinga sanaa","2026-02-22T10:27:09.421794Z"
2069.0,2398,2405,"1","@tickWan","Kama si oasis thats not evidence  face_with_tears_of_joy ",0.53989577293396,"2026-02-22T10:27:13.541583Z",19232,"Neutral/Positive","Mixed",3.901,0,"neutral or positive","2025-05-05T22:28:57Z","Kama si oasis thats not evidence 😂","2026-02-22T10:27:13.541583Z"
2070.0,2399,2406,"1","@cynthianasimiyu1147","Boy ya Sabrina naye zii face_with_tears_of_joy ",0.2775801420211792,"2026-02-22T10:27:17.293705Z",19233,"Neutral/Positive","Mixed",3.402,2,"constructive criticism","2025-05-05T22:28:43Z","Boy ya Sabrina naye zii😂","2026-02-22T10:27:17.293705Z"
2071.0,2400,2407,"1","@risperatieno2007","There are things you dont allow ata ka ni friendship,,there has to be boundaries..hapa host una loose direction.",0.5327844023704529,"2026-02-22T10:27:23.183586Z",19234,"Neutral/Positive","Mixed",5.668,0,"neutral or positive","2025-05-05T22:28:42Z","There are things you dont allow ata ka ni friendship,,there has to be boundaries..hapa host una loose direction.","2026-02-22T10:27:23.183586Z"
2072.0,2401,2408,"1","@SylviaAshuma","So obinna,nkiweza kukuuliza unataka watoi wadogo watoe hapa mafunzo..umeanza kuharibu show..na si ety nko na wivu bt hii tuwaambie tu ukwel Kuna watoi Wanakupenda hata kuwatch shows zako hizi ni nini",0.3320763707160949,"2026-02-22T10:27:26.751025Z",19235,"Neutral/Positive","Mixed",3.354,8,"offensive language","2025-05-05T22:28:39Z","So obinna,nkiweza kukuuliza unataka watoi wadogo watoe hapa mafunzo..umeanza kuharibu show..na si ety nko na wivu bt hii tuwaambie tu ukwel Kuna watoi Wanakupenda hata kuwatch shows zako hizi ni nini","2026-02-22T10:27:26.751025Z"
2073.0,2402,2409,"1","@GloriaChemutai-j5t","Hannah ka wewe n tegemeo kwenyu.... Mamako atakua amebant crying_face ",0.2952927947044372,"2026-02-22T10:27:36.024454Z",19236,"Offensive (Non-Targeted)","Mixed",9.062,110,"neutral or positive","2025-05-05T22:28:28Z","Hannah ka wewe n tegemeo kwenyu.... Mamako atakua amebant😢","2026-02-22T10:27:36.024454Z"
2074.0,2403,2410,"1","@3510_kituku"," crying_face  crying_face  crying_face  crying_face  crying_face ",0.3820091187953949,"2026-02-22T10:27:38.594250Z",19237,"Neutral/Positive","Mixed",2.351,0,"offensive language","2025-05-05T22:28:16Z","😢😢😢😢😢","2026-02-22T10:27:38.594250Z"
2075.0,2404,2411,"1","@K.y.a.l.o","Eh hii couple inabo mailord rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  what in thendrama festivals is going on yawa",0.3741091787815094,"2026-02-22T10:27:42.065021Z",19238,"Neutral/Positive","Mixed",3.255,0,"offensive language","2025-05-05T22:28:14Z","Eh hii couple inabo mailord🤣🤣🤣 what in thendrama festivals is going on yawa","2026-02-22T10:27:42.065021Z"
2076.0,2405,2412,"1","@riyalmohamud2617","Samiir ni ng'ombe",0.3980360031127929,"2026-02-22T10:27:47.280257Z",19239,"Cyberbullying/Harassment","Mixed",5.009,0,"irony","2025-05-05T22:28:12Z","Samiir ni ng'ombe","2026-02-22T10:27:47.280257Z"
2077.0,2406,2413,"1","@MaScarlet-u3y","Hanna hana akili face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.411242127418518,"2026-02-22T10:27:53.934115Z",19240,"Cyberbullying/Harassment","Mixed",6.381,1,"neutral or positive","2025-05-05T22:27:32Z","Hanna hana akili😂😂😂","2026-02-22T10:27:53.934115Z"
2078.0,2407,2414,"1","@judithlitiema2228","Weeeeh ni aibuuuuuu,aibuuuu,aibuuuuu crying_face  crying_face  crying_face  crying_face  crying_face  crying_face  crying_face  UTI yayeeeee",0.4653978645801544,"2026-02-22T10:27:57.696503Z",19241,"Neutral/Positive","Mixed",3.539,3,"offensive language","2025-05-05T22:27:30Z","Weeeeh ni aibuuuuuu,aibuuuu,aibuuuuu😢😢😢😢😢😢😢 UTI yayeeeee","2026-02-22T10:27:57.696503Z"
2079.0,2408,2415,"1","@julietonderi652","Obinna utawezana na wakisii  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  ile makasiriko itakua hapo face_with_tears_of_joy  face_with_tears_of_joy ",0.6353700160980225,"2026-02-22T10:28:09.035559Z",19242,"Neutral/Positive","Mixed",11.134,11,"offensive language","2025-05-05T22:27:11Z","Obinna utawezana na wakisii 😂😂😂 ile makasiriko itakua hapo😂😂","2026-02-22T10:28:09.035559Z"
2080.0,2409,2416,"1","@FaithNjeri-e4e","Captain mwitu face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3402727842330932,"2026-02-22T10:28:11.606530Z",19243,"Neutral/Positive","Mixed",2.366,1,"neutral or positive","2025-05-05T22:27:09Z","Captain mwitu😂😂😂😂😂","2026-02-22T10:28:11.606530Z"
2081.0,2410,2417,"1","@chepngetichmercy89","You could have called Hannah na captain for their interview",0.2461794465780258,"2026-02-22T10:28:15.938913Z",19244,"Neutral/Positive","Mixed",4.126,6,"neutral or positive","2025-05-05T22:26:40Z","You could have called Hannah na captain for their interview","2026-02-22T10:28:15.938913Z"
2082.0,2411,2418,"1","@Itsbree-u5b","Obinna  interview ni ya Hannah ama sabrina  crying_face ",0.3465889692306518,"2026-02-22T10:28:19.084707Z",19245,"Neutral/Positive","Mixed",2.931,2,"neutral or positive","2025-05-05T22:26:34Z","Obinna  interview ni ya Hannah ama sabrina 😢","2026-02-22T10:28:19.084707Z"
2083.0,2412,2419,"1","@GloriaChemutai-j5t","Hannah n......ghai face_with_open_mouth   face_with_open_mouth  face_with_open_mouth  face_with_open_mouth  . crying_face  crying_face  I'm ashamed and remorseful on behalf of her mother and siblings juu sasa......",0.5206695199012756,"2026-02-22T10:28:25.162520Z",19246,"Neutral/Positive","Mixed",5.829,0,"offensive language","2025-05-05T22:25:57Z","Hannah n......ghai😮 😮😮😮 .😢😢 I'm ashamed and remorseful on behalf of her mother and siblings juu sasa......","2026-02-22T10:28:25.162520Z"
2084.0,2413,2420,"1","@NizzieTonny-rf2kl","Hannah amesaha vile alilia aki ju ya huo samir crying_face  crying_face ",0.2548571228981018,"2026-02-22T10:28:30.010174Z",19247,"Neutral/Positive","Mixed",4.602,5,"offensive language","2025-05-05T22:25:39Z","Hannah amesaha vile alilia aki ju ya huo samir😢😢","2026-02-22T10:28:30.010174Z"
2085.0,2414,2421,"1","@SalmaRandu","Haya mapenzi ni ya utoto sna",0.3808037042617798,"2026-02-22T10:28:34.513350Z",19248,"Constructive Criticism","Mixed",4.243,3,"irony","2025-05-05T22:24:32Z","Haya mapenzi ni ya utoto sna","2026-02-22T10:28:34.513350Z"
2086.0,2415,2422,"1","@loisewanjiru9652","Obina pia hufavour huyu Dem sana, why should he allow her to interfere with other people's interview, huyu benta ni mtoto San na Kako na kiburi na wzazi ni kuteseka tu.",0.581375777721405,"2026-02-22T10:28:40.711449Z",19249,"Neutral/Positive","Mixed",5.973,14,"offensive language","2025-05-05T22:24:16Z","Obina pia hufavour huyu Dem sana, why should he allow her to interfere with other people's interview, huyu benta ni mtoto San na Kako na kiburi na wzazi ni kuteseka tu.","2026-02-22T10:28:40.711449Z"
2087.0,2416,2423,"1","@RodahYator-bq2wl","Yaani ilikuwa Hanna akuje...jamani Obi",0.2924970984458923,"2026-02-22T10:28:44.828445Z",19250,"Neutral/Positive","Mixed",3.909,1,"irony","2025-05-05T22:23:43Z","Yaani ilikuwa Hanna akuje...jamani Obi","2026-02-22T10:28:44.828445Z"
2088.0,2417,2424,"1","@Rosemarymwangi_rmmm","Waaah ...God forbid",0.3766997456550598,"2026-02-22T10:28:48.831372Z",19251,"Neutral/Positive","Mixed",3.786,0,"neutral or positive","2025-05-05T22:23:13Z","Waaah ...God forbid","2026-02-22T10:28:48.831372Z"
2089.0,2418,2425,"1","@JanetMkambe","Hana  red_heart  red_heart  red_heart  red_heart  red_heart ",0.3159243464469909,"2026-02-22T10:28:51.638886Z",19252,"Neutral/Positive","Mixed",2.595,0,"offensive language","2025-05-05T22:23:07Z","Hana ❤❤❤❤❤","2026-02-22T10:28:51.638886Z"
2090.0,2419,2426,"1","@DamaryDavid","Aka na mtu kanamaringo na shilingi mbili,unafikiria wewe ndo wakwanza kudrive",0.3762356340885162,"2026-02-22T10:28:55.069896Z",19253,"Neutral/Positive","Mixed",3.208,0,"neutral or positive","2025-05-05T22:23:01Z","Aka na mtu kanamaringo na shilingi mbili,unafikiria wewe ndo wakwanza kudrive","2026-02-22T10:28:55.069896Z"
2091.0,2420,2427,"1","@shirleyachieng","Eii Hannah yawa punguza mdomo yawa smirking_face umekaa na Samir mnafanana na tabia moja yooh person_facepalming  person_gesturing_OK  smirking_face ",0.3903086185455322,"2026-02-22T10:29:00.427030Z",19254,"Constructive Criticism","Mixed",5.141,2,"neutral or positive","2025-05-05T22:22:56Z","Eii Hannah yawa punguza mdomo yawa😏umekaa na Samir mnafanana na tabia moja yooh🤦🙆😏","2026-02-22T10:29:00.427030Z"
2092.0,2421,2428,"1","@Carolunique","Obinna it's high time u start protecting your guest crying_face  crying_face ",0.4837957918643951,"2026-02-22T10:29:03.599841Z",19255,"Neutral/Positive","Mixed",2.948,1,"offensive language","2025-05-05T22:22:55Z","Obinna it's high time u start protecting your guest😢😢","2026-02-22T10:29:03.599841Z"
2093.0,2422,2429,"1","@Carolunique","Obinna it's high time u start protecting your guest crying_face  crying_face ",0.4837957918643951,"2026-02-22T10:29:06.944694Z",19256,"Neutral/Positive","Mixed",3.103,53,"offensive language","2025-05-05T22:22:55Z","Obinna it's high time u start protecting your guest😢😢","2026-02-22T10:29:06.944694Z"
2094.0,2423,2430,"1","@MwanziaThomas","Hannah you are so stupid",0.4652122259140014,"2026-02-22T10:29:14.229796Z",19257,"Cyberbullying/Harassment","Mixed",7.069,0,"offensive language","2025-05-05T22:22:55Z","Hannah you are so stupid","2026-02-22T10:29:14.229796Z"
