,category,language,likes,published_at,sentiment,subcategory,text,clean_text
5034,Constructive,Kenyan_slang,1,2025-07-28T21:54:28Z,Neutral,Supportive Speech,😂😂😂weeeh io management huezikataa kuwalipa,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy weeeh io management huezikataa kuwalipa
5035,Constructive,English,0,2025-07-28T21:53:07Z,Positive,Supportive Speech,Sharaout too mad G,sharaout too mad g
5036,Cyberbullying,Kenyan_slang,0,2025-07-28T21:52:30Z,Negative,Trolling,"Bolo wamasuti najua hamini, pesa bila kelele","bolo wamasuti najua hamini, pesa bila kelele"
5037,Constructive,English,0,2025-07-28T21:52:16Z,Positive,Supportive Speech,The first obinna show to watch from beginning to the end,the first <person> show to watch from beginning to the end
5038,Constructive,English,0,2025-07-28T21:51:36Z,Neutral,Supportive Speech,1st time watching this show 😅😅,1st time watching this show grinning_face_with_sweat grinning_face_with_sweat
5039,Constructive,Kenyan_slang,0,2025-07-28T21:51:33Z,Neutral,Corrective clarification,Better ningeolewa na hii type labda bado ningekuwa bado kwangu,better ningeolewa na hii type labda bado ningekuwa bado kwangu
5040,Constructive,Kenyan_slang,0,2025-07-28T21:50:56Z,Neutral,Performance-based,Vile dee ametulia.....vile inafaa....talks when asked,vile <person> ametulia..vile inafaa..talks when asked
5041,Constructive,English,21,2025-07-28T21:50:45Z,Positive,Genuine Praise,Gettho people are humble guys coz they know pain suffering they have brotherhood I really love them as brothers sisters I wish you always best inshallah my dear,gettho people are humble guys coz they know pain suffering they have brotherhood i really love them as brothers sisters i wish you always best inshallah my dear
5042,Constructive,English,0,2025-07-28T21:50:10Z,Positive,Supportive Speech,Ready for the show...,ready for the show...
5043,Cyberbullying,Swahili,2,2025-07-28T21:48:53Z,Negative,Trolling,Kenyan prince hawezi fikia huyu,kenyan prince hawezi fikia huyu
5044,Constructive,Kenyan_slang,0,2025-07-28T21:48:10Z,Neutral,Corrective clarification,Zari and diamond version,zari and diamond version
5045,Others,Emoji,2,2025-07-28T21:47:09Z,Negative,General Others,🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag
5046,Others,English,0,2025-07-28T21:45:32Z,Neutral,General Others,Kenyan prince ....,kenyan prince ..
5047,Others,Kenyan_slang,0,2025-07-28T21:42:56Z,Neutral,General Others,Youth leader program ni mingi,youth leader program ni mingi
5048,Constructive,Kenyan_slang,21,2025-07-28T21:41:42Z,Positive,Supportive Speech,Nani anawatch like right now 😅 hii nayo lazima tuwatch🎉🎉,nani anawatch like right now grinning_face_with_sweat hii nayo lazima tuwatch party_popper party_popper
5049,Others,English,1,2025-07-28T21:41:29Z,Neutral,General Others,Watching it from ngc 😂,watching it from ngc face_with_tears_of_joy
5050,Constructive,Kenyan_slang,9,2025-07-28T21:40:26Z,Negative,Performance-based,"ile shembeteng inaflow hapa ata militan guovana ule wa mbogi genje hawezi ngam,hawezi digloo,za patello hizi hizi,probox nne kwa shingo😂😂😂ebu mpake hii coment make up na ile color ya damu😂😂","ile shembeteng inaflow hapa ata militan guovana ule wa mbogi genje hawezi ngam,hawezi digloo,za <person> hizi hizi,probox nne kwa shingo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ebu mpake hii coment make up na ile color ya damu face_with_tears_of_joy face_with_tears_of_joy"
5051,Constructive,Kenyan_slang,1,2025-07-28T21:40:17Z,Neutral,Performance-based,"wazee,,,,ndio kusema nowdayzs....kumwaga,,,,ni mtama","wazee,,ndio kusema nowdayzs..kumwaga,,ni mtama"
5052,Constructive,English,2,2025-07-28T21:40:04Z,Positive,Performance-based,Waiting for show...❤❤❤,waiting for show... red_heart red_heart red_heart
5053,Constructive,Kenyan_slang,1,2025-07-28T21:39:47Z,Positive,Corrective clarification,Wueeeh watu wanafika beii huku injee🙌🙌🔥🔥,wueeeh watu wanafika beii huku injee raising_hands raising_hands fire fire
5054,Constructive,Kenyan_slang,1,2025-07-28T21:39:33Z,Neutral,Performance-based,Barshosho nainawo hometown ❤,barshosho nainawo hometown red_heart
5055,Constructive,English,1,2025-07-28T21:39:11Z,Positive,Performance-based,Weuh the show was top notch the guy is really a full vibe 😅,weuh the show was top notch the guy is really a full vibe grinning_face_with_sweat
5056,Cyberbullying,Kenyan_slang,0,2025-07-28T21:38:43Z,Negative,Humiliation,Leo sijaskia munez…😂😂😂😂 alitevevaaa,leo sijaskia munez face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy alitevevaaa
5057,Cyberbullying,English,0,2025-07-28T21:38:34Z,Negative,Humiliation,"Is it just me or does Diana keep fidgeting and her breathing, someone should check if she is okay 🫂❤","is it just me or does <person> keep fidgeting and her breathing, someone should check if she is okay people_hugging red_heart"
5058,Offensive,Kenyan_slang,0,2025-07-28T21:37:44Z,Negative,Non-personal,Wah mi ni mnisa😅,wah mi ni <person> grinning_face_with_sweat
5059,Cyberbullying,Swahili,5,2025-07-28T21:35:56Z,Negative,Threats,Bahati na Diana watafika bei😢,<person> na <person> watafika bei crying_face
5060,Constructive,Swahili,2,2025-07-28T21:35:22Z,Neutral,Performance-based,Zetu zetu😂😂,zetu zetu face_with_tears_of_joy face_with_tears_of_joy
5061,Offensive,Kenyan_slang,0,2025-07-28T21:33:26Z,Negative,Non-personal,"Obina nakuelewa....
Yenyewe nime watch but nimekuwa nimeshtuka throughout...😮😂😂😂",<person> nakuelewa.. yenyewe nime watch but nimekuwa nimeshtuka throughout... face_with_open_mouth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5062,Cyberbullying,Swahili,4,2025-07-28T21:33:13Z,Negative,Humiliation,Hii ni noma walai😂,hii ni noma walai face_with_tears_of_joy
5063,Cyberbullying,Kenyan_slang,25,2025-07-28T21:32:18Z,Negative,Humiliation,"Dee advice to ladies, wakuwe watrue na wasare uchura,amazing people","<person> advice to ladies, wakuwe watrue na wasare uchura,amazing people"
5064,Constructive,Swahili,1,2025-07-28T21:31:21Z,Positive,Genuine feedback,"OMBA,PIGA BIDII,PIGA TIZII...😅","omba,piga bidii,piga tizii... grinning_face_with_sweat"
5065,Constructive,Swahili,0,2025-07-28T21:30:20Z,Neutral,Decision-criticism,acha nilale kesho ndio nipeleke pesa kwa bank 🏦 million 80000000 sitaambia watu😂😅😂,acha nilale kesho ndio nipeleke pesa kwa bank bank million 800 sitaambia watu face_with_tears_of_joy grinning_face_with_sweat face_with_tears_of_joy
5066,Cyberbullying,Swahili,0,2025-07-28T21:29:09Z,Negative,Humiliation,Hapa guardian angel hatoshi,hapa guardian angel hatoshi
5067,Others,Kenyan_slang,0,2025-07-28T21:29:03Z,Neutral,General Inquiry,Nani anacheka swhii😅😅😅,nani anacheka swhii grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
5068,Constructive,Kenyan_slang,1,2025-07-28T21:27:30Z,Positive,Corrective clarification,Si jaba bro 😂😂😂atii 500 million wueh God kama mimi ni Eve nipeleke kwa nyoka 😅,si jaba bro face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy atii 500 million wueh god kama mimi ni eve nipeleke kwa nyoka grinning_face_with_sweat
5069,Constructive,English,29,2025-07-28T21:26:06Z,Positive,Genuine feedback,"Whichever thing he is into,  one sure thing, this guy is sharp, and so is the lady; she is calm and collected.  Correct recipe for them....They are 🔐 in","whichever thing he is into, one sure thing, this guy is sharp, and so is the lady she is calm and collected. correct recipe for them..they are locked_with_key in"
5070,Constructive,English,0,2025-07-28T21:25:55Z,Negative,Decision-criticism,I'm l the only one floating and a little bit of sinking,im l the only one floating and a little bit of sinking
5071,Others,Swahili,0,2025-07-28T21:25:30Z,Neutral,General Others,Niaje obinnna,niaje obinnna
5072,Constructive,Kenyan_slang,0,2025-07-28T21:24:53Z,Neutral,Supportive Speech,I like the way the wife is submissive respect joh,i like the way the wife is submissive respect joh
5073,Constructive,English,0,2025-07-28T21:23:33Z,Positive,Genuine feedback,The guy is so sober smart  in every move,the guy is so sober smart in every move
5074,Constructive,English,13,2025-07-28T21:22:29Z,Positive,Supportive Speech,This type of guys never get cheated on by their girls 😅😅😅,this type of guys never get cheated on by their girls grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
5075,Cyberbullying,Kenyan_slang,0,2025-07-28T21:21:41Z,Negative,Humiliation,Patelo ameseti chaves 😂😂😂😂,<person> ameseti chaves face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5076,Others,Kenyan_slang,0,2025-07-28T21:21:12Z,Neutral,General Others,Ghetto President,ghetto president
5077,Harmful,Kenyan_slang,0,2025-07-28T21:21:03Z,Neutral,Humiliation,Sirahisi my guy,sirahisi my guy
5078,Cyberbullying,Kenyan_slang,0,2025-07-28T21:20:53Z,Negative,Direct Insult,Patelo uko jaba..eti unataka kutupea jobs😂,<person> uko jaba..eti unataka kutupea jobs face_with_tears_of_joy
5079,Constructive,Kenyan_slang,0,2025-07-28T21:18:39Z,Negative,Decision-criticism,Money sometimes..si solution😂,money sometimes..si solution face_with_tears_of_joy
5080,Irony,Kenyan_slang,0,2025-07-28T21:17:27Z,Neutral,Hyperbolic understatement,Tu quarter😂 twa TikTok tumebidi n fike YouTube mbio mbio😂😂😂😂😂,tu quarter face_with_tears_of_joy twa tiktok tumebidi n fike youtube mbio mbio face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5081,Constructive,English,3,2025-07-28T21:15:01Z,Positive,Supportive Speech,"I love the show, am here for madam dee.much love for you.she is my friend . congratulations 🎉👏 the newly  couple in the town.but dee didn't invite me for the wedding.congragulation","i love the show, am here for madam <person>.much love for you.she is my friend . congratulations party_popper clapping_hands the newly couple in the town.but <person> didnt invite me for the wedding.congragulation"
5082,Cyberbullying,Swahili,0,2025-07-28T21:14:52Z,Negative,Direct Insult,Sasa Dee hataongea jameni😂😂😂😂,sasa <person> hataongea jameni face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5083,Constructive,English,0,2025-07-28T21:14:40Z,Positive,Supportive Speech,Realest ✌,realest victory_hand
5084,Cyberbullying,Swahili,0,2025-07-28T21:13:55Z,Negative,Humiliation,So partelo hapa ndio bibi ama???ni swali tuu,so partelo hapa ndio bibi ama???ni swali tuu
5085,Cyberbullying,English,0,2025-07-28T21:13:36Z,Negative,Threats,Am confused...is this girl threatened 😢,am confused...is this girl threatened crying_face
5086,Constructive,Swahili,0,2025-07-28T21:13:20Z,Neutral,Performance-based,Eti 500 million😂😂😂😂😂,eti 500 million face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5087,Cyberbullying,Swahili,0,2025-07-28T21:12:38Z,Negative,Body shaming,29 wapi😂😂😂😂,29 wapi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5088,Constructive,English,3,2025-07-28T21:12:36Z,Positive,Corrective clarification,"Patello: ""The more you dig in the question, the more you get confused"" 😂😂","<person>: the more you dig in the question, the more you get confused face_with_tears_of_joy face_with_tears_of_joy"
5089,Constructive,Kenyan_slang,1,2025-07-28T21:12:13Z,Neutral,Genuine Praise,Hii Sasa ndo inabamba😂..kumi na nne bora🎉zetu zetu,hii sasa ndo inabamba face_with_tears_of_joy ..kumi na nne bora party_popper zetu zetu
5090,Cyberbullying,Kenyan_slang,1,2025-07-28T21:12:11Z,Negative,Humiliation,😅😅😅😅it's fun to watch them. Obinna must have had a difficult time 😂kuuliza maswali this guy is smart vile anajibu,grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat its fun to watch them. <person> must have had a difficult time face_with_tears_of_joy kuuliza maswali this guy is smart vile anajibu
5091,Cyberbullying,Kenyan_slang,0,2025-07-28T21:12:07Z,Negative,Threats,Si Amini Na watch hii channel Na vile Niki lose my respect for Obinna after vile Ali treat  ule msee Wa mortuary,si amini na watch hii channel na vile niki lose my respect for <person> after vile ali treat ule msee wa mortuary
5092,Cyberbullying,Kenyan_slang,0,2025-07-28T21:10:45Z,Negative,Threats,"Youths we are all focused on the wrong things, if want change we should all go back to work, and build this shiet ourselves, that guy is G.","youths we are all focused on the wrong things, if want change we should all go back to work, and build this shiet ourselves, that guy is g."
5093,Offensive,Kenyan_slang,0,2025-07-28T21:09:41Z,Neutral,Non-personal,Hizo Chuom mbaya ndio zetu😂😂,hizo chuom mbaya ndio zetu face_with_tears_of_joy face_with_tears_of_joy
5094,Irony,Swahili,0,2025-07-28T21:09:20Z,Neutral,Mock Laughter,Woiiiiii😂😂😂😂,woii face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5095,Harmful,Swahili,1,2025-07-28T21:09:11Z,Negative,Non-personal,Napenda venye Patelo anajibu swali inaitwa confuse your enemies....,napenda venye <person> anajibu swali inaitwa confuse your enemies..
5096,Constructive,English,0,2025-07-28T21:08:46Z,Positive,Genuine feedback,"""Still waters runs deep""",still waters runs deep
5097,Constructive,Emoji,0,2025-07-28T21:08:45Z,Positive,Genuine feedback,❤❤❤,red_heart red_heart red_heart
5098,Cyberbullying,Kenyan_slang,0,2025-07-28T21:08:21Z,Negative,Trolling,Pedi should be changed 500million😂😂😂 what,pedi should be changed 500million face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy what
5099,Constructive,English,2,2025-07-28T21:08:07Z,Positive,Supportive Speech,I love this interview 😂😂😂💯👏,i love this interview face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hundred_points clapping_hands
5100,Cyberbullying,Kenyan_slang,0,2025-07-28T21:07:37Z,Negative,Trolling,Hata mimi sipendi maPR 😂😂,hata mimi sipendi mapr face_with_tears_of_joy face_with_tears_of_joy
5101,Constructive,Kenyan_slang,0,2025-07-28T21:07:31Z,Positive,Supportive Speech,Obinna huni bamba vile yee huangalia na izo spects 👀😂😂,<person> huni bamba vile yee huangalia na izo spects eyes face_with_tears_of_joy face_with_tears_of_joy
5102,Cyberbullying,English,0,2025-07-28T21:06:39Z,Negative,Body shaming,She's not 29 though she's in her 50s,shes not 29 though shes in her 50s
5103,Constructive,Kenyan_slang,0,2025-07-28T21:06:31Z,Neutral,Genuine feedback,Top shotta😊,top shotta smiling_face_with_smiling_eyes
5104,Constructive,Swahili,0,2025-07-28T21:06:12Z,Neutral,Genuine Praise,Jacky ktoka bungoma ❤❤❤.pamoja,jacky ktoka bungoma red_heart red_heart red_heart .pamoja
5105,Cyberbullying,Kenyan_slang,0,2025-07-28T21:06:05Z,Negative,Humiliation,Ni kama Partello ndio President .... anasema madame wao wangeuguza na wana clap 😂😂😂😂,ni kama partello ndio president .. anasema madame wao wangeuguza na wana clap face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5106,Constructive,English,0,2025-07-28T21:05:37Z,Positive,Genuine Praise,I  love❤️,i love red_heart
5107,Constructive,English,0,2025-07-28T21:04:58Z,Positive,Genuine feedback,Bad boyzz will always win,bad boyzz will always win
5108,Cyberbullying,Kenyan_slang,0,2025-07-28T21:03:28Z,Negative,Exclusion tactics,Bangi,bangi
5109,Constructive,Swahili,0,2025-07-28T21:03:02Z,Neutral,Decision-criticism,Huyu wa kofia ya red ni type yangu,huyu wa kofia ya red ni type yangu
5110,Constructive,Kenyan_slang,7,2025-07-28T21:02:37Z,Positive,Supportive Speech,"Ata betty kyalo akona wake😂wacheni Patelo na Diana be🎉
Wivu kando hii ndo inabamba",ata betty kyalo akona wake face_with_tears_of_joy wacheni <person> na <person> be party_popper wivu kando hii ndo inabamba
5111,Constructive,Swahili,1,2025-07-28T21:01:08Z,Neutral,Genuine feedback,Mih spendi uongo😂😂😂😂😂😂,mih spendi uongo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5112,Constructive,English,2,2025-07-28T21:01:06Z,Neutral,Performance-based,Love it!! This guy is a man!,love it!! this guy is a man!
5113,Cyberbullying,Swahili,0,2025-07-28T21:00:56Z,Negative,Body shaming,Mnasema Dee akona miaka 29,mnasema <person> akona miaka 29
5114,Constructive,Swahili,1,2025-07-28T21:00:47Z,Positive,Genuine Praise,Napenda vile patelo anabonga,napenda vile <person> anabonga
5115,Cyberbullying,Swahili,0,2025-07-28T20:59:42Z,Negative,Humiliation,Huyu boy akishasema part yake  analeft mara hiyo hiyo anawachanisha oga hapo,huyu boy akishasema part yake analeft mara hiyo hiyo anawachanisha <person> hapo
5116,Cyberbullying,Swahili,1,2025-07-28T20:57:35Z,Negative,Humiliation,Nataka kijana wa twedy6 tu tuanze life ya harusi❤😏🤣,nataka kijana wa twedy6 tu tuanze life ya harusi red_heart smirking_face rolling_on_the_floor_laughing
5117,Constructive,Emoji,0,2025-07-28T20:57:02Z,Neutral,Genuine Praise,❤❤,red_heart red_heart
5118,Cyberbullying,English,6,2025-07-28T20:56:34Z,Negative,Exclusion tactics,Partelo for president basss😂….,partelo for president basss face_with_tears_of_joy .
5119,Constructive,Swahili,2,2025-07-28T20:56:34Z,Neutral,Performance-based,"Aty 500million, cezi amini","aty 500million, cezi amini"
5120,Cyberbullying,Kenyan_slang,0,2025-07-28T20:56:23Z,Negative,Body shaming,Aty mtoi ako 20 year ama ni mimi sijaelewa na wameet 2 yrs,aty mtoi ako 20 year ama ni mimi sijaelewa na wameet 2 yrs
5121,Cyberbullying,Kenyan_slang,1,2025-07-28T20:56:03Z,Negative,Direct Insult,Word of the day; maruchepe😂😂,word of the day maruchepe face_with_tears_of_joy face_with_tears_of_joy
5122,Constructive,English,0,2025-07-28T20:55:46Z,Positive,Corrective clarification,That dude is top,that dude is top
5123,Constructive,English,0,2025-07-28T20:55:37Z,Positive,Supportive Speech,😂😂How will I tell y'all I studied with Patelo na mbilivie? 😂 😂But I'm happy for him fr🤩☺️,face_with_tears_of_joy face_with_tears_of_joy how will i tell yall i studied with <person> na mbilivie? face_with_tears_of_joy face_with_tears_of_joy but im happy for him fr star-struck smiling_face
5124,Constructive,English,1,2025-07-28T20:55:17Z,Positive,Genuine Praise,Hii episode imekuwa very authentic,hii episode imekuwa very authentic
5125,Others,English,0,2025-07-28T20:55:09Z,Positive,General Others,Wedding $3.86m,wedding 3.86m
5126,Constructive,Kenyan_slang,0,2025-07-28T20:54:51Z,Positive,Genuine Praise,Kumi na nne boraa 😂😂,kumi na nne boraa face_with_tears_of_joy face_with_tears_of_joy
5127,Constructive,Kenyan_slang,107,2025-07-28T20:54:39Z,Neutral,Corrective clarification,Wenye wanawatch sahii lets gather here sahii😊,wenye wanawatch sahii lets gather here sahii smiling_face_with_smiling_eyes
5128,Constructive,Swahili,0,2025-07-28T20:54:37Z,Positive,Decision-criticism,Ukweli obina hawezi jaribu,ukweli <person> hawezi jaribu
5129,Cyberbullying,Kenyan_slang,0,2025-07-28T20:54:09Z,Negative,Humiliation,"Westside ""guangi"" inamaanisha whore😂😂😂",westside guangi inamaanisha whore face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5130,Constructive,English,0,2025-07-28T20:53:53Z,Positive,Genuine feedback,Hello obinna is your interview only based on celebrities or can you also invite just someone random from your funs and interview them just asking ??😊😊😊,hello <person> is your interview only based on celebrities or can you also invite just someone random from your funs and interview them just asking ?? smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes
5131,Constructive,English,10,2025-07-28T20:52:59Z,Positive,Genuine feedback,I like this guy partelo ni King 👑 of He's on empire very wise he listen digest and answer the question what made me like him more is that he helps the youth and he's a believer he loves God about the wife very pretty compost calm and she looks submissive,i like this guy partelo ni king crown of hes on empire very wise he listen digest and answer the question what made me like him more is that he helps the youth and hes a believer he loves god about the wife very pretty compost calm and she looks submissive
5132,Others,Emoji,0,2025-07-28T20:52:54Z,Positive,General Others,🧢🧢🧢,billed_cap billed_cap billed_cap
5133,Constructive,Kenyan_slang,0,2025-07-28T20:51:42Z,Positive,Performance-based,Apa munez alikuwa rada mbaya sana😅,apa munez alikuwa rada mbaya sana grinning_face_with_sweat
5134,Constructive,Swahili,0,2025-07-28T20:51:17Z,Negative,Corrective clarification,Hakuna mkate ngumu mbele ya chai😂😂,hakuna mkate ngumu mbele ya chai face_with_tears_of_joy face_with_tears_of_joy
5135,Constructive,Swahili,0,2025-07-28T20:50:45Z,Positive,Genuine feedback,Ati hio wametulia😅😅😅,ati hio wametulia grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
5136,Offensive,Kenyan_slang,0,2025-07-28T20:49:02Z,Negative,Non-personal,Hampei chance ya kuongea,hampei chance ya kuongea
5137,Constructive,Swahili,0,2025-07-28T20:48:58Z,Positive,Supportive Speech,Huyu ameshinda Vinnie baite😅,huyu ameshinda vinnie baite grinning_face_with_sweat
5138,Constructive,Swahili,0,2025-07-28T20:46:59Z,Positive,Genuine Praise,haha the best interview  ya obinna nimefurahia,haha the best interview ya <person> nimefurahia
5139,Others,Swahili,0,2025-07-28T20:45:34Z,Neutral,General Others,Mambo ni live,mambo ni live
5140,Others,English,2,2025-07-28T20:45:01Z,Neutral,General Others,Bonnie and Clyde,bonnie and clyde
5141,Constructive,English,7,2025-07-28T20:44:20Z,Positive,Genuine feedback,Secret service 😂😂😂 aaaaah he is hilarious!!!,secret service face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy aah he is hilarious!!!
5142,Constructive,Swahili,0,2025-07-28T20:43:26Z,Positive,Genuine Praise,Hii nayo itandumu❤❤❤,hii nayo itandumu red_heart red_heart red_heart
5143,Constructive,English,0,2025-07-28T20:42:06Z,Neutral,Genuine feedback,"I can only say, WOW! ❤","i can only say, wow! red_heart"
5144,Constructive,English,1,2025-07-28T20:41:38Z,Positive,Supportive Speech,Is the seriousness for me😂😂😂😂😂,is the seriousness for me face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5145,Irony,Kenyan_slang,0,2025-07-28T20:41:15Z,Negative,Mock compliment,Huezi jiita gwangi na reformer at the same time 🚮,huezi jiita gwangi na reformer at the same time litter_in_bin_sign
5146,Irony,Swahili,0,2025-07-28T20:41:10Z,Positive,Rhetorical Question,Hawa watu wanatoa wapi pesa😂😂😂alafu mbona wanaka hiviyo lakini😅,hawa watu wanatoa wapi pesa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy alafu mbona wanaka hiviyo lakini grinning_face_with_sweat
5147,Constructive,Kenyan_slang,0,2025-07-28T20:40:44Z,Neutral,Performance-based,Weeeeh hiyo finishing,weeh hiyo finishing
5148,Irony,Kenyan_slang,3,2025-07-28T20:39:44Z,Negative,Mock compliment,Hata death haiwezi😂😂😂,hata death haiwezi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5149,Irony,English,0,2025-07-28T20:39:32Z,Negative,Mock compliment,This lady is under siege! Body language says otherwise!,this lady is under siege! body language says otherwise!
5150,Constructive,Swahili,1,2025-07-28T20:38:47Z,Negative,Decision-criticism,Yaani Hadi ndovu unasaidiwa kutema😂,yaani hadi ndovu unasaidiwa kutema face_with_tears_of_joy
5151,Constructive,Kenyan_slang,0,2025-07-28T20:38:42Z,Neutral,Performance-based,ndio kudonjo,ndio kudonjo
5152,Constructive,Kenyan_slang,1,2025-07-28T20:38:30Z,Positive,Decision-criticism,Thanks Katelo finally MTopsha ame fanya harusi 😂😂😂😂😂😂,thanks katelo finally mtopsha ame fanya harusi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5153,Irony,Kenyan_slang,0,2025-07-28T20:37:31Z,Negative,Mock compliment,Hio mbogi imepea Obinna wasiwasi 😂,hio mbogi imepea <person> wasiwasi face_with_tears_of_joy
5154,Constructive,Swahili,233,2025-07-28T20:36:02Z,Neutral,Supportive Speech,Mathe amenipata nikiwatch hii akaniambia tuanze tena amefurahishwa na hawa,mathe amenipata nikiwatch hii akaniambia tuanze tena amefurahishwa na hawa
5155,Offensive,Kenyan_slang,0,2025-07-28T20:35:44Z,Negative,Non-personal,Uyo anafaa rehab,uyo anafaa rehab
5156,Others,Emoji,0,2025-07-28T20:35:40Z,Neutral,General Others,🔥🔥🔥🔥💯,fire fire fire fire hundred_points
5157,Irony,English,0,2025-07-28T20:34:59Z,Negative,Hyperbolic understatement,THE MORE YOU DIG INTO THE QUESTION THE MORE YOU WILL BE CONFUSED ❤❤❤,the more you dig into the question the more you will be confused red_heart red_heart red_heart
5158,Irony,Kenyan_slang,0,2025-07-28T20:34:49Z,Negative,Mock compliment,1:24:09 huyo ndio ata betray crew ....I am from the future,1:24:09 huyo ndio ata betray crew ..i am from the future
5159,Constructive,Kenyan_slang,0,2025-07-28T20:34:43Z,Positive,Supportive Speech,3500 people walikua hewa,3500 people walikua hewa
5160,Constructive,Kenyan_slang,0,2025-07-28T20:34:36Z,Positive,Supportive Speech,Interview iko juu it will the most on this channel ❤️,interview iko juu it will the most on this channel red_heart
5161,Cyberbullying,Kenyan_slang,0,2025-07-28T20:34:20Z,Negative,Humiliation,Huyu jamaa anatuona matako yake😂😂😂,huyu jamaa anatuona matako yake face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5162,Constructive,English,0,2025-07-28T20:34:03Z,Positive,Genuine Praise,Love wins ❤❤❤,love wins red_heart red_heart red_heart
