,category,language,likes,published_at,sentiment,subcategory,text,clean_text
3220,Irony/Sarcasm,English,0,2026-02-01T08:43:48Z,Negative,Mock compliment,Sounds same nothing new ... It's even worse,sounds same nothing new .. it s even worse
3221,Constructive Criticism,Plain Emoji,0,2026-02-01T08:34:26Z,Positive,Supportive Speech,🔥🔥🔥💥💯,fire fire fire collision hundredpoints
3222,Constructive Criticism,Sheng,0,2026-02-01T08:32:55Z,Positive,Genuine Praise,Mboka Doba 🎉🎉🎉🎉,<name> <name> partypopper partypopper partypopper partypopper
3223,Constructive Criticism,Sheng,0,2026-02-01T08:30:32Z,Positive,Genuine Praise,Mwaki mzeee❤❤❤❤🎉,mwaki mzee redheart redheart redheart redheart partypopper
3224,Constructive Criticism,Code Switching,0,2026-02-01T08:26:33Z,Positive,Genuine Praise,Mbaya🔥🔥🔥,<name> fire fire fire
3225,Others,Sheng,0,2026-02-01T08:22:14Z,Neutral,General Others,Nugu nugu business zimiwa mtaa💥,nugu nugu business zimiwa mtaa collision
3226,Constructive Criticism,Code Switching,1,2026-02-01T08:17:44Z,Positive,Supportive Speech,Wapy likes zangu before ifike 2m views,wapy likes zangu before ifike 2 m views
3227,Offensive,Sheng,1,2026-02-01T08:12:08Z,Negative,Non-personal,1:10 kidungi tall kama brad👽💀,110 <name> tall kama <name> alien skull
3228,Others,Sheng,1,2026-02-01T08:02:07Z,Neutral,General Others,"First time Giftehk kucomment hapa, najua juu ya hii mtaingia YouTube channel yangu muwakilishe kweli, Jina Ni Giftehk
Na mnipee likes muache chuki😅","first time <name> kucomment hapa , najua <name> <name> <name> mtaingia youtube channel yangu <name> <name> , <name> <name> <name> na mnipee likes muache chuki grinningfacewithsweat"
3229,Others,Code Switching,0,2026-02-01T08:01:10Z,Neutral,General Others,Sijatenga hio Maziwa,sijatenga hio maziwa
3230,Constructive Criticism,Sheng,1,2026-02-01T08:00:42Z,Positive,Genuine Praise,Eysh we mse ngoma zako huwanga biad,eysh we mse ngoma <name> <name> biad
3231,Constructive Criticism,Sheng,0,2026-02-01T07:59:48Z,Positive,Genuine Praise,Mboka doba🫡🫡,mboka <name>
3232,Others,Code Switching,0,2026-02-01T07:54:57Z,Neutral,General Others,Dereva nimejifanya abiria 😎,dereva nimejifanya abiria smilingfacewithsunglasses
3233,Others,Sheng,1,2026-02-01T07:53:03Z,Neutral,General Others,Najihusisha kaa niya manoti,<name> <name> niya manoti
3234,Constructive Criticism,Code Switching,0,2026-02-01T07:48:35Z,Positive,Supportive Speech,Toxic lyrikali 2026 💯💯💯🔥🔥🔥🔥🎙️🎙️🎙️🎤🎤🎤🎧🎧🎧,<name> 2026 hundredpoints hundredpoints hundredpoints fire fire fire fire studiomicrophone studiomicrophone <name> microphone microphone microphone headphone headphone headphone
3235,Offensive,Sheng,0,2026-02-01T07:45:21Z,Negative,Vulgar language (Matusi),"Mimi ni dosi na choma adi nyongii Bomboclaaaaaaaat 😂😂😂🔥🔥🔥🔥
Mboka doba....hii ni kali kumamae",<name> ni dosi na choma adi nyongii <name> facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy fire fire fire fire mboka <name> .. <name> <name> <name> <name>
3236,Constructive Criticism,Code Switching,0,2026-02-01T07:43:45Z,Positive,Supportive Speech,hii nayo mita na siku kadhaa 😏 its a banger,<name> <name> mita na siku <name> <name> its a banger
3237,Constructive Criticism,Sheng,0,2026-02-01T07:35:43Z,Neutral,Performance-based,"huwezi ngam nikipita ,nmejitambua staki hizo trophies ☠️💯","huwezi ngam nikipita , <name> <name> <name> trophies skullandcrossbones hundredpoints"
3238,Constructive Criticism,Code Switching,0,2026-02-01T07:23:56Z,Positive,Genuine feedback,Sasa umerudisha vibe ya chinje🤜.,sasa umerudisha vibe <name> <name> <name> .
3239,Constructive Criticism,Sheng,0,2026-02-01T07:23:29Z,Positive,Genuine Praise,Siku zombo lowkey,siku zombo lowkey
3240,Offensive,Sheng,1,2026-02-01T07:19:57Z,Negative,Vulgar language (Matusi),Hiyo vidaa nayo ni jinga 🐊☠️,hiyo vidaa nayo ni jinga crocodile skullandcrossbones
3241,Others,Code Switching,0,2026-02-01T07:15:22Z,Neutral,General Others,Nimejitambua sihitaji hizo trophies,<name> sihitaji hizo trophies
3242,Constructive Criticism,Code Switching,1,2026-02-01T07:10:28Z,Positive,Supportive Speech,Baddest 🔥🔥🔥🔥🔥,baddest fire fire fire fire fire
3243,Constructive Criticism,Sheng,1,2026-02-01T07:10:03Z,Positive,Supportive Speech,Nayo hiii ni Kali bro siku moja utapiga collabo na skeng na umfunike,<name> hii ni <name> bro siku moja utapiga collabo na skeng na umfunike
3244,Constructive Criticism,Sheng,0,2026-02-01T07:04:06Z,Positive,Supportive Speech,The only musician tutamsupport Hadi adedi😅,the only musician tutamsupport hadi adedi grinningfacewithsweat
3245,Others,Code Switching,1,2026-02-01T07:02:54Z,Neutral,General Others,Infact tukipatana hakuna impact utamake❤❤,infact tukipatana hakuna impact utamake redheart redheart
3246,Constructive Criticism,Sheng,0,2026-02-01T07:01:49Z,Positive,Genuine Praise,Mboka doba ndio motto🎉🎉🎉❤❤❤,mboka <name> ndio motto partypopper partypopper partypopper redheart redheart redheart
3247,Constructive Criticism,Code Switching,0,2026-02-01T07:01:12Z,Positive,Supportive Speech,Oyaa si munirudishe huku na 5❤,oyaa si munirudishe huku na 5 redheart
3248,Others,Code Switching,1,2026-02-01T06:58:58Z,Neutral,General Others,Not nice sijui kama Ume notice 🔥💯🔥,not nice sijui kama ume notice fire hundredpoints fire
3249,Constructive Criticism,English,0,2026-02-01T06:58:38Z,Positive,Supportive Speech,Who is watching after 2 days,who is watching after 2 days
3250,Constructive Criticism,Code Switching,0,2026-02-01T06:53:17Z,Positive,Supportive Speech,Bro pewa tu hizo trophies,bro <name> <name> <name> trophies
3251,Constructive Criticism,Sheng,0,2026-02-01T06:37:58Z,Positive,Supportive Speech,Bazeng anaiva c.b.d  wallai . Mana tttt,bazeng anaiva c.b.d wallai . <name>
3252,Constructive Criticism,Sheng,1,2026-02-01T06:32:55Z,Positive,Supportive Speech,Lowkey ni mbayaa🔥,lowkey ni mbayaa fire
3253,Others,Sheng,1,2026-02-01T06:30:43Z,Neutral,General Others,Huwezi ngam nikipita 🔥🔥🙏🏿,huwezi ngam nikipita fire fire foldedhands darkskintone
3254,Others,Sheng,0,2026-02-01T06:27:03Z,Neutral,General Others,"Acha nione Ka leo ntafikisha ,20likes nirudie ex","<name> nione ka <name> <name> , 20likes nirudie ex"
3255,Others,Sheng,0,2026-02-01T06:25:48Z,Neutral,General Others,Ebu wadau pitieni...,ebu wadau pitieni ..
3256,Others,Sheng,0,2026-02-01T06:18:35Z,Neutral,General Others,Unaniuzia uwonga sijatenga hiyo maziwa😂,unaniuzia uwonga sijatenga hiyo maziwa facewithtearsofjoy
3257,Constructive Criticism,Code Switching,0,2026-02-01T06:11:35Z,Positive,Genuine Praise,Ok 👌,ok okhand
3258,Constructive Criticism,Sheng,0,2026-02-01T06:11:25Z,Positive,Supportive Speech,"logo ni, Mboka Doba🔥🔥🔥","<name> <name> , <name> <name> fire fire fire"
3259,Constructive Criticism,Code Switching,0,2026-02-01T06:09:29Z,Positive,Genuine Praise,Wapiiii likesss za watuuu wacoasttttt twakutambuaaaa bratheeeee💪💪💪💪💪,wapii likess za watuu wacoastt twakutambuaa brathee flexedbiceps flexedbiceps flexedbiceps flexedbiceps flexedbiceps
3260,Others,Code Switching,1,2026-02-01T06:02:53Z,Neutral,General Others,Sick video,sick video
3261,Constructive Criticism,Code Switching,0,2026-02-01T06:00:52Z,Neutral,Performance-based,Daily wanafikiria venye watatufikia ila  wapi game wawezi toxic mkuuu😎😎😎,daily wanafikiria venye watatufikia ila wapi game wawezi <name> mkuu smilingfacewithsunglasses smilingfacewithsunglasses smilingfacewithsunglasses
3262,Constructive Criticism,Sheng,0,2026-02-01T06:00:49Z,Positive,Supportive Speech,Bigi wa East®️,bigi wa east registered
3263,Constructive Criticism,Plain Emoji,0,2026-02-01T05:57:18Z,Positive,Genuine Praise,❤❤🎉👊,redheart redheart partypopper oncomingfist
3264,Constructive Criticism,Sheng,0,2026-02-01T05:54:33Z,Positive,Genuine Praise,Top shota,top shota
3265,Constructive Criticism,English,0,2026-02-01T05:50:27Z,Positive,Genuine Praise,250K views in one day? 🎉🎉🎉🎉,250 k views in one day ? partypopper partypopper partypopper partypopper
3266,Constructive Criticism,Code Switching,1,2026-02-01T05:44:39Z,Positive,Genuine Praise,#2 on music Trending chart 🔥🔥🔥,2 on music trending chart fire fire fire
3267,Constructive Criticism,Code Switching,0,2026-02-01T05:42:39Z,Positive,Genuine Praise,ngoriiiiiii ni lowkey,<name> <name> lowkey
3268,Constructive Criticism,Sheng,0,2026-02-01T05:41:42Z,Neutral,Performance-based,Umeskia false 9 ya breeder..  ni mutupe colabo muache muchezo,umeskia false 9 ya breeder .. ni mutupe colabo muache muchezo
3269,Constructive Criticism,Code Switching,0,2026-02-01T05:41:10Z,Positive,Supportive Speech,Siku ni all toxic ndio wetu mjue East tushamuapisha🎉,siku ni all <name> ndio wetu mjue east tushamuapisha partypopper
3270,Others,Sheng,0,2026-02-01T05:33:53Z,Neutral,General Others,Hizi Ni za watu wanawaka manze ka uwaki pita tuh 💥💯,hizi ni za watu wanawaka manze ka uwaki pita tuh collision hundredpoints
3271,Others,Sheng,0,2026-02-01T05:33:28Z,Neutral,General Others,Hizi Ni za watu wanawaka manze ka uwaki pita tuh 💥💯,hizi ni za watu wanawaka manze ka uwaki pita tuh collision hundredpoints
3272,Constructive Criticism,Code Switching,0,2026-02-01T05:31:23Z,Neutral,Performance-based,Hii ni mziki ya ma goon,hii ni mziki <name> <name> <name>
3273,Constructive Criticism,Sheng,0,2026-02-01T05:28:15Z,Positive,Genuine Praise,Ngorii mana T,ngorii <name>
3274,Constructive Criticism,Code Switching,0,2026-02-01T05:27:48Z,Neutral,Performance-based,Next video.. slow down pace ya walķma mbogi.. slow motion movement exudes power and is better for cinematic views..,next video .. slow down pace ya walma mbogi .. slow motion movement exudes power and is better for cinematic views ..
3275,Constructive Criticism,Sheng,0,2026-02-01T05:21:11Z,Positive,Genuine Praise,mnisa ngori.,<name> ngori .
3276,Constructive Criticism,Sheng,0,2026-02-01T05:19:34Z,Neutral,Performance-based,Nimejitambua,<name>
3277,Constructive Criticism,Code Switching,0,2026-02-01T05:17:41Z,Positive,Supportive Speech,Low-key on 1feb,low key on 1feb
3278,Constructive Criticism,Code Switching,0,2026-02-01T05:15:11Z,Positive,Genuine Praise,Video on point....toxic on point...mirista 🔥🔥🔥🔥,video on point .. <name> on point .. mirista fire fire fire fire
3279,Constructive Criticism,English,0,2026-02-01T05:09:28Z,Positive,Supportive Speech,Low Key Own Lane,low key own lane
3280,Constructive Criticism,Sheng,0,2026-02-01T04:53:36Z,Positive,Supportive Speech,Toxic walai nimnoma mbaya Hana compee,<name> walai nimnoma mbaya <name> compee
3281,Constructive Criticism,Sheng,0,2026-02-01T04:46:01Z,Positive,Genuine Praise,toxic amechoma studio tena,<name> amechoma studio tena
3282,Constructive Criticism,Code Switching,0,2026-02-01T04:42:24Z,Positive,Supportive Speech,Top kama jua,top kama jua
3283,Constructive Criticism,Sheng,4,2026-02-01T04:39:49Z,Neutral,Performance-based,Tufukuzie mboso apo namba 1 Kinrara tume kuaminia Tz walkuwa wame tuzoea lyrical man akona sumu za ao marat,tufukuzie mboso apo namba 1 kinrara tume kuaminia tz walkuwa wame tuzoea lyrical man akona <name> <name> <name> <name>
3284,Constructive Criticism,Sheng,0,2026-02-01T04:33:09Z,Positive,Supportive Speech,awoo kumekucha😮,<name> <name> <name>
3285,Constructive Criticism,Sheng,0,2026-02-01T04:30:34Z,Positive,Supportive Speech,Bomboclaat 🧯🧯🧯🧯,bomboclaat fireextinguisher fireextinguisher fireextinguisher fireextinguisher
3286,Others,Code Switching,0,2026-02-01T04:29:23Z,Neutral,General Others,My man my man my maaaaanssss🎉,my man my man my maanss partypopper
3287,Constructive Criticism,English,0,2026-02-01T04:28:16Z,Positive,Genuine feedback,We need an album,we need an album
3288,Constructive Criticism,English,0,2026-02-01T04:12:40Z,Positive,Supportive Speech,best visuals this year,best visuals this year
3289,Constructive Criticism,English,0,2026-02-01T04:08:33Z,Positive,Supportive Speech,Best and Quality videos ❤,best and quality videos redheart
3290,Others,Code Switching,0,2026-02-01T04:02:56Z,Neutral,General Others,Notnice cjui kama ume notice,notnice cjui kama ume notice
3291,Constructive Criticism,Sheng,0,2026-02-01T03:56:04Z,Neutral,Performance-based,Hepa ukiniona na Omondi😂,hepa ukiniona na <name> facewithtearsofjoy
3292,Others,Sheng,0,2026-02-01T03:49:52Z,Neutral,General Others,Me ni dossii na nachoma adi nyongi...haha mbayaa,me ni dossii na nachoma adi nyongi .. haha mbayaa
3293,Others,Code Switching,0,2026-02-01T03:32:20Z,Positive,General Others,Deals napiga lowkey.,deals napiga lowkey .
3294,Constructive Criticism,English,0,2026-02-01T02:50:46Z,Positive,Genuine feedback,"Toxic has all this figured ,The way he is willing to try sounds .Big up to the one who did the Video great shots","<name> has all this figured , the way he is willing to try sounds .big up to the one who did the video great shots"
3295,Constructive Criticism,Code Switching,1,2026-02-01T02:21:15Z,Positive,Supportive Speech,Forever ni toxic ❤❤,forever ni <name> redheart redheart
3296,Others,Sheng,0,2026-02-01T02:16:26Z,Neutral,General Others,Kinena hakuna kitu hikosi!😮,kinena hakuna kitu hikosi ! facewithopenmouth
3297,Constructive Criticism,English,5,2026-02-01T01:07:49Z,Positive,Supportive Speech,Fully live 🎉,fully live partypopper
3298,Constructive Criticism,Code Switching,0,2026-02-01T00:15:34Z,Neutral,Performance-based,Now Playing on RADIO TV 254,now playing on radio tv 254
3299,Constructive Criticism,Code Switching,0,2026-02-01T00:08:52Z,Positive,Genuine Praise,Lowkey 🔥🔥🔥,lowkey fire fire fire
3300,Constructive Criticism,Sheng,0,2026-01-31T23:15:54Z,Positive,Genuine Praise,Kali sana,<name> sana
3301,Constructive Criticism,Code Switching,0,2026-01-31T23:01:40Z,Positive,Supportive Speech,damn every month w new music🔥🔥🔥consistency wazimu,damn every month w new music fire fire fire consistency wazimu
3302,Constructive Criticism,Sheng,0,2026-01-31T22:59:32Z,Positive,Genuine Praise,Mboka Doba 🔥🔥🔥,<name> <name> fire fire fire
3303,Others,Code Switching,0,2026-01-31T22:57:35Z,Neutral,General Others,Si mnisupport pia me nifike hapo juu🙏🙏🙏,<name> <name> pia me nifike <name> <name> <name> <name> <name>
3304,Others,Sheng,1,2026-01-31T22:55:04Z,Neutral,General Others,Dirty biz sitaki uchafu Kwa maziwa,dirty biz sitaki uchafu kwa maziwa
3305,Constructive Criticism,Code Switching,0,2026-01-31T22:53:47Z,Positive,Supportive Speech,Mnisa kwa big screen  mboka doba  siku zote,<name> kwa big screen mboka <name> siku zote
3306,Others,Code Switching,0,2026-01-31T22:51:46Z,Neutral,General Others,"Naasmamisha maploti na ni cha lazima "" 1/2/2026 #Lowkey",naasmamisha maploti na <name> <name> <name> 122026 lowkey
3307,Constructive Criticism,Code Switching,0,2026-01-31T22:49:36Z,Neutral,Performance-based,Not na ice  hawakanji wanisa ama toxic anasema nini,not na ice <name> <name> ama <name> anasema nini
3308,Constructive Criticism,Sheng,0,2026-01-31T22:49:13Z,Positive,Genuine feedback,Geri klin,<name> <name>
3309,Constructive Criticism,Code Switching,0,2026-01-31T22:46:55Z,Positive,Supportive Speech,Video of the year hadi 2030...,video of the year hadi 2030 ..
3310,Others,Sheng,0,2026-01-31T22:31:45Z,Neutral,General Others,Low-key dereva nimejifanya abiria❤,low key dereva nimejifanya abiria redheart
3311,Others,Sheng,0,2026-01-31T22:31:13Z,Neutral,General Others,Huwezi ng'am nikipita 😢,huwezi ngam nikipita cryingface
3312,Others,Code Switching,0,2026-01-31T22:30:43Z,Neutral,General Others,Infact tukipatana hakuna impact utamake❤😊,infact tukipatana hakuna impact utamake redheart smilingfacewithsmilingeyes
3313,Others,Sheng,2,2026-01-31T22:19:38Z,Neutral,General Others,"""Najihusisha kama iko na manoti,""ndoo Siri ya kutoka block","najihusisha kama iko na manoti,ndoo <name> <name> <name> <name>"
3314,Constructive Criticism,Sheng,0,2026-01-31T22:14:15Z,Positive,Supportive Speech,Ni baiyaaa✅✅👌,ni baiyaa checkmarkbutton checkmarkbutton okhand
3315,Constructive Criticism,Code Switching,0,2026-01-31T22:10:35Z,Positive,Supportive Speech,Mana baaaaaaad low-key🔥🔥🔥🔥🔥🔥🔥🔥,mana baad low key fire fire fire fire fire fire fire fire
3316,Constructive Criticism,Code Switching,0,2026-01-31T22:06:18Z,Positive,Supportive Speech,Amejipin sio kiprop 🚁........  Westside nakuru. Tunakutambua 🔥,amejipin sio <name> helicopter .. westside nakuru . tunakutambua fire
3317,Others,Sheng,0,2026-01-31T21:59:41Z,Neutral,General Others,Mmhhh me n boss lkn nachomaa Hadi nyongii😢😂🫴,mmhh me n boss lkn nachomaa hadi nyongii cryingface facewithtearsofjoy palmuphand
3318,Constructive Criticism,Plain Emoji,1,2026-01-31T21:53:11Z,Positive,Supportive Speech,🎉🎉🎉,partypopper partypopper partypopper
3319,Constructive Criticism,Sheng,0,2026-01-31T21:51:26Z,Positive,Genuine Praise,ayaya,ayaya
3320,Constructive Criticism,Code Switching,1,2026-01-31T21:47:42Z,Positive,Supportive Speech,Man a Tox🎉,man a <name> partypopper
3321,Others,Code Switching,2,2026-01-31T21:45:34Z,Neutral,General Others,Nimejitambua sihitaji izo trophies 🔥🔥,<name> sihitaji izo trophies fire fire
3322,Constructive Criticism,Sheng,4,2026-01-31T21:39:02Z,Positive,Genuine Praise,Ingine mwotoo⚔️💯💯💯,ingine mwotoo crossedswords hundredpoints hundredpoints hundredpoints
3323,Constructive Criticism,Sheng,1,2026-01-31T21:36:57Z,Positive,Genuine Praise,Noma sana,noma sana
3324,Offensive,Sheng,7,2026-01-31T21:36:34Z,Negative,Vulgar language (Matusi),Sumu kama kama dawa kwa marat💥💥💥,sumu kama kama dawa kwa marat collision collision collision
3325,Constructive Criticism,Code Switching,2,2026-01-31T21:33:38Z,Positive,Genuine feedback,Quality y vida iko topnotch ❤❤,quality y vida iko topnotch redheart redheart
3326,Constructive Criticism,Code Switching,1,2026-01-31T21:27:48Z,Positive,Supportive Speech,Haroooo 😂😂nimekuelewa ajab 😂😂🎉🎉🎉 ni clean ajab Chagi .,<name> facewithtearsofjoy facewithtearsofjoy nimekuelewa ajab facewithtearsofjoy facewithtearsofjoy partypopper partypopper partypopper ni clean ajab chagi .
3327,Others,Sheng,71,2026-01-31T21:26:17Z,Neutral,General Others,Nachomoa kadhaa msupa ashageuka Noti🔥🔥🔥,nachomoa kadhaa msupa ashageuka <name> fire fire fire
3328,Constructive Criticism,Code Switching,4,2026-01-31T21:23:13Z,Positive,Genuine Praise,Awwoooh🔥🔥🔥🔥🔥💯,awwooh fire fire fire fire fire hundredpoints
3329,Others,English,1,2026-01-31T21:19:16Z,Neutral,General Others,An an electrical technician...,an an electrical technician ..
3330,Constructive Criticism,English,0,2026-01-31T21:17:13Z,Positive,Supportive Speech,"Mnisa habatishangi,,,,mboka doba siku tezo","<name> habatishangi,,mboka <name> siku tezo"
3331,Constructive Criticism,Sheng,0,2026-01-31T21:13:57Z,Positive,Genuine Praise,Mboka doba uezi ngam nikipita🤟🤟🤟,mboka <name> uezi ngam nikipita loveyougesture loveyougesture loveyougesture
3332,Others,Sheng,13,2026-01-31T21:10:55Z,Neutral,General Others,Nimekiwasha waras wakilisha 🇰🇪🇯🇲🤫,nimekiwasha waras wakilisha <name> <name> <name> <name> <name>
3333,Constructive Criticism,Code Switching,0,2026-01-31T21:09:53Z,Positive,Supportive Speech,Video of the year ni hii walai....,video of the year ni hii walai ..
3334,Others,Sheng,0,2026-01-31T21:09:50Z,Neutral,General Others,"Sina za ferari na dm imejaa ""hey""💀",sina za ferari na dm imejaa hey skull
3335,Others,Code Switching,0,2026-01-31T21:09:36Z,Neutral,General Others,"Not nice sjui kama umenotice



Tukiwasafishia rada ni clean huezi investigate",not nice sjui kama umenotice tukiwasafishia rada ni clean huezi investigate
3336,Constructive Criticism,Code Switching,0,2026-01-31T21:08:53Z,Positive,Supportive Speech,Hatari🔥,hatari fire
3337,Constructive Criticism,Code Switching,0,2026-01-31T21:08:07Z,Positive,Supportive Speech,Kenyan skillibeng 🔥,<name> <name> fire
3338,Constructive Criticism,Code Switching,0,2026-01-31T21:01:50Z,Positive,Genuine Praise,Uwiiiiii!!!!!!!,uwii ! ! ! ! ! ! !
3339,Others,Sheng,2,2026-01-31T20:57:59Z,Neutral,General Others,Kinena Kuna kitu ikosi,<name> <name> kitu ikosi
3340,Others,Sheng,1,2026-01-31T20:55:30Z,Neutral,General Others,SANA SHAMBA🏁,<name> <name> chequeredflag
3341,Constructive Criticism,Code Switching,0,2026-01-31T20:55:30Z,Positive,Genuine Praise,Mboka doba to the world piga like Kama unamutambua toxic lyrical man❤❤❤,mboka <name> to the world piga like kama unamutambua <name> lyrical man <name> <name> redheart
3342,Others,Sheng,0,2026-01-31T20:54:38Z,Neutral,General Others,Skuma gunga mana,skuma gunga mana
3343,Constructive Criticism,Code Switching,0,2026-01-31T20:49:20Z,Positive,Genuine Praise,Iii nayooo ni baaangerr🔥,iii nayoo ni baangerr fire
3344,Cyberbullying,English,0,2026-01-31T20:45:23Z,Negative,Trolling,trash,trash
3345,Constructive Criticism,Sheng,0,2026-01-31T20:40:04Z,Positive,Genuine feedback,"Video klin ajab,,,#mbokadoba..",video <name> <name> ..
3346,Constructive Criticism,Code Switching,0,2026-01-31T20:38:22Z,Positive,Genuine Praise,LOWKEY . 🔥🔥🔥🐊🥷🏼💯,lowkey . fire fire fire crocodile ninjamediumlightskintone hundredpoints
3347,Others,Sheng,0,2026-01-31T20:35:45Z,Neutral,General Others,Dossy na nachoma nyongi🔥💥,<name> na nachoma nyongi fire collision
3348,Others,Sheng,1,2026-01-31T20:33:43Z,Neutral,General Others,Nasmamisha maploti na ni cha lazima😂😂 mboka doba🐐,<name> <name> na <name> <name> <name> facewithtearsofjoy facewithtearsofjoy mboka <name> goat
3349,Constructive Criticism,Sheng,0,2026-01-31T20:32:29Z,Positive,Supportive Speech,"Ya Leo Kali 🔥🔥

Kinena Kuna kitu ikosi 🔥✅",<name> <name> <name> fire fire <name> <name> kitu ikosi fire checkmarkbutton
3350,Others,Sheng,0,2026-01-31T20:29:03Z,Neutral,General Others,Ndo maana beef zao nanyamazia 🔥👑,ndo maana beef <name> <name> fire crown
3351,Others,Code Switching,0,2026-01-31T20:26:08Z,Neutral,General Others,@1:22 artesano 🔪,<name>22 artesano kitchenknife
3352,Constructive Criticism,Sheng,0,2026-01-31T20:23:50Z,Positive,Genuine Praise,Mboka doba👌🏼,mboka <name> okhand mediumlightskintone
3353,Constructive Criticism,Code Switching,0,2026-01-31T20:19:31Z,Positive,Supportive Speech,moja na lowki the great,moja na lowki the great
3354,Constructive Criticism,Sheng,0,2026-01-31T20:12:00Z,Positive,Supportive Speech,Mboka doba siku zote 👊🏽 rada toxic to the world 🌎🌎🌎🌎🌎,mboka <name> siku zote oncomingfist mediumskintone rada <name> to the world globeshowingamericas globeshowingamericas globeshowingamericas globeshowingamericas globeshowingamericas
3355,Constructive Criticism,Code Switching,1,2026-01-31T20:04:59Z,Positive,Supportive Speech,Aroo,aroo
3356,Constructive Criticism,Plain Emoji,0,2026-01-31T20:01:56Z,Positive,Genuine Praise,🔥🔥🔥🔥🔥🔥,fire fire fire fire fire fire
3357,Constructive Criticism,Sheng,0,2026-01-31T19:55:13Z,Positive,Supportive Speech,Top rankn siku zombo,top rankn siku zombo
3358,Constructive Criticism,Code Switching,0,2026-01-31T19:52:50Z,Positive,Supportive Speech,iyo vida imezawe,iyo vida imezawe
3359,Constructive Criticism,Sheng,1,2026-01-31T19:52:31Z,Positive,Genuine feedback,Kwani Google siku hizi wanajua Sheng' wadau? Captions ziko venye zinaimbwa bana❤,kwani google siku hizi wanajua <name> wadau ? captions <name> <name> <name> bana redheart
3360,Constructive Criticism,Sheng,1,2026-01-31T19:48:44Z,Positive,Supportive Speech,Gwangii🙌,<name> raisinghands
3361,Constructive Criticism,Code Switching,0,2026-01-31T19:47:40Z,Positive,Supportive Speech,Bana hii doba nikali sana shukran kwa toxic na mbogi yake inshallah you'r music 🎵 itagrow brother from the hood 💯🔥💨,bana hii <name> <name> <name> <name> <name> <name> na mbogi yake inshallah your music musicalnote itagrow brother from the hood hundredpoints fire dashingaway
3362,Constructive Criticism,Code Switching,0,2026-01-31T19:47:34Z,Positive,Supportive Speech,fire ni fire🔥🔥..TOX uko figuring gee#mbokaDobaah✊️,fire ni fire fire fire .. <name> uko figuring geembokadobaah raisedfist
3363,Others,Sheng,0,2026-01-31T19:47:15Z,Neutral,General Others,Bangi juu,<name> <name>
3364,Constructive Criticism,Sheng,0,2026-01-31T19:47:07Z,Positive,Genuine Praise,Kali,<name>
3365,Others,Sheng,0,2026-01-31T19:44:19Z,Neutral,General Others,Ati ati lokey  na nko na mike.... Una get,ati ati lokey na nko na <name> .. una get
3366,Others,Code Switching,0,2026-01-31T19:43:08Z,Neutral,General Others,not nice sijui kama umenotice🤫🤣,not nice sijui kama umenotice shushingface rollingonthefloorlaughing
3367,Constructive Criticism,Sheng,0,2026-01-31T19:38:03Z,Positive,Genuine Praise,Mnoma⤴️👍🏽,mnomarightarrowcurvingup thumbsup mediumskintone
3368,Constructive Criticism,Code Switching,0,2026-01-31T19:36:13Z,Positive,Supportive Speech,"Inaflow kåå mto

Mana Lyricali👑⛓️⚒️",inaflow k mto <name> <name> crown chains hammerandpick
3369,Others,Sheng,0,2026-01-31T19:33:35Z,Neutral,General Others,Kama amenities najihusisha kama iko na manoti🫡💯💯,kama amenities najihusisha kama iko na manotisalutingface hundredpoints hundredpoints
3370,Constructive Criticism,Code Switching,0,2026-01-31T19:33:22Z,Positive,Supportive Speech,Baddest,baddest
3371,Constructive Criticism,Code Switching,0,2026-01-31T19:30:48Z,Positive,Genuine Praise,Goat🐐,goat goat
3372,Constructive Criticism,English,1,2026-01-31T19:30:42Z,Positive,Supportive Speech,Lets push to #1 on trending🔥🔥🔥,lets push to 1 on trending fire fire fire
3373,Constructive Criticism,Sheng,0,2026-01-31T19:24:05Z,Positive,Genuine Praise,Noma mnisa,noma <name>
3374,Constructive Criticism,Sheng,0,2026-01-31T19:22:25Z,Positive,Genuine Praise,Haroooo 😂,haroo facewithtearsofjoy
3375,Others,Sheng,0,2026-01-31T19:15:59Z,Neutral,General Others,Sina za ferari na dm imejaa hey🎉🎉🎉,sina za ferari na dm imejaa hey partypopper partypopper partypopper
3376,Constructive Criticism,Sheng,5,2026-01-31T19:15:57Z,Positive,Genuine Praise,toxic lyricali ❤❤❤ cku zomboo mboka doba!!! mana T.O.X ile doba ni kali angalii😮 niwachieni likes zangu mafans wa toxic tukisonga❤❤❤,<name> redheart redheart redheart cku zomboo mboka <name> ! ! ! <name> <name> ile doba ni <name> <name> facewithopenmouth niwachieni likes zangu mafans wa <name> tukisonga redheart redheart redheart
3377,Constructive Criticism,Sheng,0,2026-01-31T19:15:25Z,Positive,Supportive Speech,Mana T adi ngorire,<name> adi ngorire
3378,Others,Code Switching,0,2026-01-31T19:04:00Z,Neutral,General Others,🔫AK47!,waterpistol ak47 !
3379,Others,Sheng,2,2026-01-31T18:59:30Z,Neutral,General Others,Wa tz ety darassa la Saba cheki xaxa tunacheza lowkey😊😊man bad,wa tz ety darassa la saba cheki xaxa tunacheza lowkey smilingfacewithsmilingeyes smilingfacewithsmilingeyes man bad
